Text,Annotate,LSTM_framing,GRU_framing,LR_framing,SVM_framing
Senior high school grads land in jobs with minimum wage –manpower agency,1.0,1.0,1.0,1.0,1.0
" Graduates of senior high school program land in jobs with minimum wage, according to a ""24 Oras"" report by Maki Pulido on Friday.",1.0,1.0,1.0,1.0,1.0
" While some employers prefer college graduates, a manpower agency said it also hires senior high school or K-12 graduates as service crew for big fast food chains and merchandise promoters.",1.0,1.0,1.0,10.0,1.0
" “As long as mayroon tayong diploma ng junior high school. Tumatanggap din kami ng ALS passer, TESDA passer,” Armaera Managantal of 7Store Manpower Services said.",12.0,1.0,2.0,10.0,5.0
 (As long as they have their diplomas from junior high school. We also accept ALS and TESDA passers.),10.0,10.0,10.0,11.0,11.0
" Another manpower agency said it allows students to work as part-timers as long as they submit proper documents including certificates from their schools proving they are still studying, and Form-137 or their academic records.",6.0,2.0,1.0,5.0,5.0
" “Parang part-time po siya na hindi maapektuhan ang schedule nila sa klase. Kasi ipapasa rin nila 'yung mga schedule nila sa klase nila,” said Dylene Deluta of Great Value Management Services.",1.0,1.0,1.0,5.0,5.0
 (It’s like part-time because it would not affect their studies. They also need to submit their class schedules.),10.0,6.0,5.0,6.0,5.0
" Meanwhile, the Department of Labor and Employment (DOLE) has launched a special employment program for indigent students who want to temporarily work while studying or during their vacation period.",1.0,1.0,1.0,1.0,13.0
" Under the DOLE special program for the employment of students, eligible individuals may work for 20 to 70 days. Interested applicants may seek assistance in the public employment service office in their respective local government units.",1.0,6.0,13.0,6.0,5.0
Senate bill wants 1:1 student-textbook ratio achieved via digitization,6.0,6.0,6.0,13.0,13.0
 A bill seeking to create an online library which will serve as a repository of digitized copies of all textbooks and reference books of all elementary and secondary students has been filed in the Senate.,6.0,6.0,6.0,6.0,13.0
 Senator Jinggoy Estada has filed Senate Bill 2075 or the proposed Philippine Online Library Act in a bid to achieve the ideal 1:1 student-textbook ratio in the country.,13.0,13.0,13.0,13.0,13.0
" “The insufficient number of textbooks in public schools remains a serious concern and with the sheer number of students, the achievement of the ideal textbook-to-student ratio is far from realization. In this light, the Philippine Online Library can supplement the required books, especially for students who have internet connectivity,” Estrada said in his explanatory note.",11.0,11.0,11.0,11.0,11.0
" Estrada said the online library will not  the existing physical libraries in schools and local government units around the country but will also aid both teachers and students especially those who have utilized various learning modalities, including online and hybrid classes.",10.0,10.0,10.0,11.0,11.0
" Under SB 2075, the Department of Education will be mandated to create a digitized copy of all textbooks and reference books it deems necessary for the education of elementary and secondary students. These shall  in the Philippine Online Library which will be jointly managed by DepEd and the Department of Information and Communication Technology (DICT).",6.0,6.0,6.0,6.0,6.0
" To ensure access to digitized copies of textbooks, the DepEd shall  laptops, or appropriate equipment to all primary and secondary public schools nationwide while DICT shall provide fast and reliable internet access to every campus.",6.0,6.0,6.0,6.0,6.0
" In order to reduce expenses related  procurement, the bill allows the national government agencies, government-owned and controlled corporations and other government financial institutions which will procure  to endorse their old units to the DICT and check if  can be used for the online library. Afterwards,  sets or laptops shall be given to DepEd for deployment to campuses.",1.0,1.0,1.0,6.0,13.0
" Under the measure, the DepEd and the National Library of the Philippines will have joint custody over the digitized copies of the textbooks.",6.0,7.0,6.0,5.0,13.0
ACT Teachers: Workers' freedom of association under threat due to NTF-ELCAC,6.0,12.0,5.0,6.0,6.0
 House Deputy Minority Leader and ACT Teachers party-list Representative France Castro on Friday said workers remained under threat despite President Ferdinand Marcos Jr.’s Executive Order (EO) 23 which created the Inter-Agency Committee for the Protection of the Freedom of Association and Right to Organize of Workers.,13.0,13.0,13.0,13.0,13.0
" “This [EO] is a step in the right direction, but it would just be a mere scrap of paper if the National Task Force to End Local Communist Armed Conflict (NTF-ELCAC) is not fully abolished,"" Castro said in a statement.",13.0,13.0,13.0,13.0,5.0
" ""How can EO 23 reinforce and protect the freedom of association and the right to organize workers, when the government itself is funding a task force hellbent on red-tagging organized workers, teachers, and almost anyone it perceives as critical of the government? The Marcos Administration should prove its sincerity by holding red-taggers, as well as those behind extra-judicial killings and other human rights violations, to account,” Castro added.",6.0,5.0,5.0,4.0,5.0
" Furthermore, the representative called on the Marcos Administration to drop all the trumped-up charges against human rights defenders.",13.0,13.0,13.0,5.0,13.0
" ""In the education sector, we received reports of regional directors harassing union leaders and blocking the formation of unions or for their members to attend meetings,"" Castro said.",6.0,1.0,1.0,10.0,13.0
" ""As it is, President Marcos Jr. should scrap the unwritten but often practiced red-tagging policy and all its consequent acts. The President and all those under him should walk the talk because otherwise, the EO is nothing but posturing for the ",13.0,13.0,13.0,13.0,13.0
"Malacañang, DOE asked: Where’s the promise of stable power supply in 2023?",13.0,13.0,8.0,15.0,5.0
 Senate Deputy Minority Leader Risa Hontiveros on Friday urged Malacañang and top officials of the Department of Energy (DOE) to address a “nationwide power crisis” which appears to be looming despite previous assurances of steady power supply in the country.,13.0,13.0,13.0,13.0,13.0
" Hontiveros recalled that during the 2023 budget deliberations in the Senate last October, the senators were told that the power supply would remain sufficient and stable in 2023 and the regulatory issues pertaining to high rates were being addressed.",13.0,13.0,13.0,13.0,13.0
" “Anyare na? Why is the power problem getting worse, Mr. President? Ano na ang nangyari sa ipinangakong maasahang suplay at makatwirang presyo ng kuryente? Nakakalungkot na kahit saang lugar sa bansa tayo pumunta ngayon, malaking problema sa mga kababayan natin ang mahal na singil ng kuryente sa kabila ng palagiang blackout o brownout,” said Hontiveros, who is also a member of the Senate ",13.0,13.0,13.0,13.0,13.0
" (Why is the power problem getting worse, Mr. President? What happened to the promised stable supply and reasonable prices of electricity? It’s saddening that our fellow Filipinos are suffering from high electricity rates despite the frequent power interruptions.)",1.0,2.0,13.0,10.0,13.0
" Hontiveros issued her remark after power outage hit the islands of Guimaras, Panay and Negros which followed the power interruptions in Occidental Mindoro and the Ninoy Aquino International Airport.",8.0,14.0,13.0,5.0,5.0
" “Mr. President, hindi puwedeng dasal lang ang tugon ng pamahalaan sa problema sa kuryente. Lahat ng ating grid - mula Luzon, Visayas, at Mindanao - patay sindi ang serbisyo. May yellow at red alerts sa iba’t-ibang probinsya,” she said.",13.0,13.0,13.0,13.0,13.0
" (Mr. President, we cannot rely on prayers to be the solution to our power woes. All the grids from Luzon, Visayas to Mindanao are not functioning well. There are yellow and red alerts raised in different provinces.)",8.0,13.0,13.0,1.0,13.0
" “Ang mga taga-Mindoro, apektado na nga ng oil spill, tinatanggalan pa ng kuryente. Hindi dapat pinapahirapan nang ganito ang taumbayan, lalo na sa gitna ng napakainit na summer season,” she added.",11.0,1.0,1.0,15.0,13.0
 (Mindoro is already burdened by the oil spill and now they are also experiencing power interruptions. We should not let our countrymen suffer from this especially now that we are in the midst of the summer season.),2.0,2.0,1.0,6.0,11.0
 Hontiveros emphasized that President Ferdinand “Bongbong” Marcos Jr.’s directive for the National Grid Corporation of the Philippines to fix the problems in the Visayas power grid shows the extent of the power problem in the country.,14.0,13.0,14.0,13.0,13.0
 She lamented the “seemingly muted response” from DOE officials including Secretary Raphael Lotilla at a time when policymakers and the public are waiting for actions on the issue.,13.0,13.0,13.0,13.0,13.0
" “Nakapagtataka kung bakit mahina ata ang tugon ng DOE, kahit na maraming probinsiya na ang nakakaranas ng service interruptions,” she said.",13.0,9.0,15.0,10.0,5.0
" She expressed support for any probe on the ongoing power woes in the country along with her own proposed measures and resolutions aimed at lowering power costs for consumers, as she stressed the need to provide immediate relief to Filipinos who suffer from power interruptions in the midst of summer.",8.0,1.0,13.0,10.0,13.0
" Hontiveros, likewise, questioned the timing of Malacañang’s statement regarding a US-based firm’s interest in investing in nuclear power projects in the Philippines.",1.0,1.0,5.0,1.0,5.0
" “These projects will not be able to solve our immediate power woes, and - as I have said in the past - nuclear energy is a desperate and a terrible, false solution to our energy needs  to clean and indigenous renewable energy resources,” she said.",1.0,1.0,1.0,6.0,10.0
 GMA News Online has reached out to Communications Secretary Cheloy Garafil and the DOE but has yet to receive a response as of posting time.,11.0,11.0,11.0,12.0,13.0
" Last Tuesday, the Presidential Communications Office said NuScale Power Corp. of Oregon is expected to invest $6.5 billion to $7.5 billion to provide 430MW in the country by 2031 following a meeting with Marcos.",1.0,13.0,1.0,1.0,1.0
 Marcos said the country had a shortfall in power supply and NuScale's support would help address the problem.,2.0,1.0,1.0,13.0,13.0
"Over 4,000 motorcycle road crashes recorded from January to April, PNP-HPG says",9.0,9.0,9.0,7.0,12.0
"Proposed automated election system for 2025 allows quick verification of ballots, ERs — Garcia",13.0,13.0,6.0,13.0,13.0
" The Commission on Elections’ proposed automated election system (AES) for the 2025 polls will adopt mechanisms that will improve the transparency of the voting process in the country, Comelec Chairman George Garcia said Friday.",13.0,13.0,13.0,13.0,13.0
