Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
PBBM open to technology development to boost PH energy supply,1. Economic,13. Political,2. Capacity and Resources,False
"MANILA – Two more victims of a cryptocurrency scam syndicate were recently repatriated from Myanmar, the Bureau of Immigration (BI) reported on Wednesday.",15. Other,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Justice served with conviction of ‘youth activist’: NTF-ELCAC,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
"MANILA – Confining female cops as desk officers, a move recently initiated by the National Capital Regional Police Office (NCRPO) aimed to resolve underreporting and under-recording of gender-based violence-related incidents, has drawn mixed reactions from women legislators.",4. Fairness and Equality,6. Policy Prescription and Evaluation,12. Public Opinion,False
Marcos lauds PH ice hockey team’s 'outstanding' performance,15. Other,15. Other,13. Political,15. Other
Frasco: Baguio to lead PH towards post-pandemic tourism recovery,15. Other,1. Economic,1. Economic,1. Economic
"MANILA – The Philippine National Police (PNP) has identified the suspect in the killing of Queen Leanne Daguinsin, a student of De La Salle University-Dasmariñas in Cavite.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
MANILA – An American who was caught on video berating and physically assaulting a delivery rider in Cebu City is now under the custody of the Bureau of Immigration (BI).,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
PH condemns N. Korea’s long-range ballistic missile test,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA – The  that will vet the courtesy resignations submitted by third-level police officers and look into their possible involvement in illegal drug activities will convene on Monday, according to Philippine National Police chief, Gen. Rodolfo Azurin Jr.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice"
MANILA – Airfares may go up next month as the Civil Aeronautics Board (CAB) announced that the fuel surcharge for March 1 to 31 will increase to Level 7 from Level 6 in February.,1. Economic,1. Economic,10. Quality of Life,1. Economic
Probe sought into ‘connections’ of cop in P6.7-B shabu bust,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – The Office of the Presidential Adviser on Peace, Reconciliation and Unity (OPAPRU) on Thursday expressed hope that Filipino  the holy month of Ramadan with healing, forgiveness and reconciliation.",15. Other,3. Morality,3. Morality,3. Morality
"PH, India renew defense cooperation commitment",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
MANILA – Customs officers at the Ninoy Aquino International Airport (NAIA) Terminal 1 recently intercepted an undeclared huge amount of foreign currency from a South Korean passenger.,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – Most parts of the country will have little rain and some clouds on Saturday, with the easterlies affecting winds in the Visayas and Mindanao.",15. Other,15. Other,15. Other,15. Other
Manila Water prepares for summer months,15. Other,15. Other,2. Capacity and Resources,15. Other
PNP wants lookout order vs. hazing suspects,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – President Ferdinand R. Marcos Jr. on Wednesday watched the live-fire sea drills of the Philippines and the United States to culminate the field training event for this year's ""Balikatan"" exercises.",15. Other,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
DND: Cagayan guv to follow national gov't decision on EDCA,6. Policy Prescription and Evaluation,8. Security and Defense,13. Political,False
MANILA – The Navotas Regional Trial Court (RTC) has convicted a former policeman for the murder of two youths almost six years ago.,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
DSWD unveils FMS-FYI page in line with PBBM’s digitalization call,11. Cultural Identity,6. Policy Prescription and Evaluation,13. Political,False
BSKE bets may appeal rejected certificate of candidacies,13. Political,13. Political,13. Political,13. Political
"MANILA – As the country celebrates National Women’s Month this March, the Philippine Health Insurance Corporation (PhilHealth) reminded that women about to give birth may avail themselves of a variety of PhilHealth benefits to help protect them from financial risks.",9. Health and Safety,10. Quality of Life,4. Fairness and Equality,False
"MANILA – Senator Francis Escudero on Wednesday asked his colleagues to pass Senate Bill No. 1359, which prohibits the “no permit, no exam” policy which, he said, is the cruelest of fines being imposed by some educational institutions.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Creation of dept of water resources management pushed,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
PNP reaffirms support to Interpol efforts vs. int'l crimes,14. External Regulation and Reputation,13. Political,"7. Law and Order, Crime and Justice",False
MANILA – A Japanese national wanted by authorities in Tokyo for involvement in financial fraud was arrested by Bureau of Immigration (BI) agents in Pasay City.,14. External Regulation and Reputation,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
MANILA – Bureau of Immigration (BI) Commissioner Norman Tansingco said Thursday that their operations at airports are so far going on smoothly.,1. Economic,6. Policy Prescription and Evaluation,10. Quality of Life,False
"MANILA – In line with President Ferdinand R. Marcos Jr.’s directive to eradicate illegal drugs in the country, the Philippine Drug Enforcement Agency (PDEA) has reported the confiscation of around PHP1.37 billion worth of illegal substances in various operations from November 2022 to February 2023.",1. Economic,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
MANILA – Prisons chief Gregorio Catapang Jr. has ordered a major overhaul for personnel of the Bureau of Corrections (BuCor) to stamp out misdeeds in the agency’s Muntinlupa New Bilibid Prisons (NBP).,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,False
Go: Consider workers to be affected by possible POGO phaseout,2. Capacity and Resources,10. Quality of Life,6. Policy Prescription and Evaluation,False
"MANILA – The Commission on Elections (Comelec) is set to start on Saturday the printing of the more than 13,000 official ballots for the March 18 plebiscites in Marawi City.",13. Political,13. Political,13. Political,13. Political
Marcos issues EO revising IRR of scientific career system,10. Quality of Life,5. Constitutionality and Jurisprudence,13. Political,False
MANILA – President Ferdinand “Bongbong” Marcos Jr. on Wednesday pushed for more public-private partnerships (PPP) to improve healthcare delivery across the country.,10. Quality of Life,6. Policy Prescription and Evaluation,9. Health and Safety,False
"MANILA – President Ferdinand R. Marcos Jr. has issued Executive Order (EO) 16 reorganizing the Presidential Communications Office (PCO) to rationalize and consolidate the functions of  arm of the executive branch, including the Office of the President (OP), effective immediately.",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
PBBM OKs creation of unified system for gov’t transactions,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,13. Political,6. Policy Prescription and Evaluation
BPI: PH to gain P8.3B from initial durian exports to China,1. Economic,1. Economic,14. External Regulation and Reputation,1. Economic
PBBM OKs institutionalization of basic social security guarantees,1. Economic,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
