Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
Filipinos must learn to keep themselves safe vs Covid-19—DOH,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
The Department of Health (DOH) said the public must learn to  assess their own Covid-19 risk and make choices on how to better protect themselves against this viral disease.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"UST, other DPP schools shift to a new learning management system",2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The University of Santo Tomas (UST) System will be shifting to a new Learning Management System (LMS) to improve collaboration, implement academic and technological advancements, and meet changing student and faculty needs.",2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Vergeire allays House members' concerns on rising Covid cases,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Department of Health (DOH) Officer-in-Charge Undersecretary Maria Rosario Vergeire allayed concerns from House of Representatives members on Thursday, May 4 regarding the increase in local Covid-19 cases.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"7 more Bilibid PDLs, one personnel Covid-infected",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Seven more persons deprived of liberty (PDLs) and one personnel at the New Bilibid Prison (NBP) in Muntinlupa City have tested positive for Covid-19, the Bureau of Corrections (BuCor) said.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
DOH advises hospitals to boost Covid-19 bed capacity,9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
The Department of Health (DOH) asked hospitals to prepare more beds for the possible increase in the number of Covid-19 patients as the country is experiencing a rise in new infections again.,9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Go upbeat over Moderna’s setting up of vaxx facility in PH; renews push for a virology institute in the country,2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"LTO to shorten, customize exams for driver's license applicants",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
The Land Transportation Office (LTO) has formed  that is tasked  up with a guideline to shorten the examinations being given to those applying for driver’s license.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
DepEd defends inclusion of same-sex unions in revised K to 10 curriculum,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
The Department of Education (DepEd) defended the inclusion of same-sex unions in the proposed revised basic education curriculum noting that the concepts have been discussed among students in the past ten years.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Guanzon's dare to admin loyalists working abroad: Come back home to PH,13. Political,13. Political,13. Political,13. Political
Proud kakampink and P3PWD Party-list nominee Rowena Guanzon is daring administration loyalists abroad to essentially leave their jobs and return to the Philippines.,13. Political,13. Political,13. Political,13. Political
"PH, US chart guidelines for next defense cooperation phase",14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
The Philippines and the United States have crafted guidelines for their next-phase bilateral defense cooperation as officials of both sides recognized threats that may arise in various operational domains.,14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
"Despite Covid case uptick, solon wants eTravel requirement ditched",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,9. Health and Safety,6. Policy Prescription and Evaluation
Camarines Sur 2nd district Rep. LRay Villafuerte is calling on government to get rid of its tedious eTravel requirement for  international travellers despite the rise in local Covid-19 infections late last month.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,9. Health and Safety,6. Policy Prescription and Evaluation
"CHR probes ‘surveillance, profiling of Gabriela, Makabayan bloc officers by AFP’","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Commission on Human Rights (CHR) has started its own investigation on the reported surveillance and profiling of the officers of Gabriela and Makabayan bloc in Tondo, Manila allegedly by the Armed Forces of the Philippines (AFP).","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"US, PH vow stronger alliance through EDCA",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"WASHINGTON, D.C.—The Philippines and the United States intend to strengthen their alliance under the Enhanced Defense Cooperation Agreement (EDCA).",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Wanted in Japan: Pinoy nurses, skilled workers",2. Capacity and Resources,15. Other,2. Capacity and Resources,2. Capacity and Resources
"Japanese officials informed Vice President and Education Secretary Sara Duterte on plans to offer programs for the employment of Filipino nurses, caregivers, and skilled workers.",2. Capacity and Resources,14. External Regulation and Reputation,2. Capacity and Resources,2. Capacity and Resources
QC solon's bill allows Pinoys to exchange trash for cash,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Exchanging one's trash for cold cash could  a reality if and when this bill from Quezon City 5th district Rep. PM Vargas gets approved by Congress.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"What to do in contradictory findings by employer, seafarer physicians on claims for disability benefits",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The Supreme Court (SC) has laid down the guidelines to resolve a seafarer’s claim for disability benefits in case of conflicting findings from the employer-designated physician and the seafarer’s physician of choice, and when the examination by a third physician is sought by the seafarer but is denied or not acted upon by the employer.",6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Church ministry to create more cooperatives for the poor,10. Quality of Life,3. Morality,10. Quality of Life,10. Quality of Life
"Caritas Manila, the social action arm of the Archdiocese of Manila, has launched a new ministry that aims to encourage parishes to create more cooperatives to help provide livelihood opportunities for the poor as well as for the less-fortunate church workers and volunteers.",10. Quality of Life,3. Morality,10. Quality of Life,10. Quality of Life
SWS: 42% of Filipinos say ROTC should be optional for senior high students,12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"Forty-two percent of Filipinos believe that senior high school students should have the option to take the Reserve Officers’ Training Corps (course) or  service, based on the Social Weather Stations (SWS) survey results that were released on Thursday, May 4.",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
Very good': House tax panel chief wowed by BOC's high collection,13. Political,13. Political,13. Political,13. Political
"""Hindi lang good ha, very good (Not just good, very good).""",15. Other,3. Morality,13. Political,False
Marcos creates committee on 125th PH independence celebration,11. Cultural Identity,13. Political,13. Political,13. Political
President Ferdinand “Bongbong” Marcos Jr. signed an administrative order creating an  for  of the 125th anniversary of Philippine independence.,11. Cultural Identity,6. Policy Prescription and Evaluation,13. Political,False
PBBM appoints Tan as new SBMA chief; other appointees bared,2. Capacity and Resources,13. Political,13. Political,13. Political
Former Pandan Antique mayor Jonathan Dioso Tan is the new chairman of the Subic Bay Metropolitan Authority (SBMA).,2. Capacity and Resources,13. Political,13. Political,13. Political
Palace condemns attacks on journalists,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Malacañang on Thursday, May 4, condemned the attacks on journalists and pushed for a free press as it recognized the role of media in upholding democracy and the rule of law.",13. Political,4. Fairness and Equality,"7. Law and Order, Crime and Justice",False
"Marcos urges LGUs, gov't agencies: Prevent crimes",8. Security and Defense,8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense
President Ferdinand “Bongbong” Marcos Jr. has directed all government agencies and local government units to support the 2023 National Crime Prevention Program (NCPP).,8. Security and Defense,8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense
DHSUD consults NCR urban poor group on housing,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
Top officials of the Department of Human Settlements and Urban Development (DHSUD) have met with leaders and members of a large urban poor group and discussed collaboration on the government’s housing program.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
Set up safe zones for OFWS in Sudan --- Ople,10. Quality of Life,8. Security and Defense,9. Health and Safety,False
"WASHINGTON, D.C.—Migrant Workers Secretary Susan Ople has stressed the need to establish a humanitarian corridor in Sudan to safely and promptly evacuate affected Filipinos.",10. Quality of Life,8. Security and Defense,9. Health and Safety,False
5.5-magnitude quake jolts Isabela — Phivolcs,10. Quality of Life,10. Quality of Life,9. Health and Safety,10. Quality of Life
"An earthquake measuring magnitude 5.5 on the Richter scale rocked Isabela province on Thursday morning, May 4, said the Philippine Institute of Volcanology and Seismology (Phivolcs).",10. Quality of Life,10. Quality of Life,9. Health and Safety,10. Quality of Life
DILG teams up with USAID in renewed PH drug war,14. External Regulation and Reputation,2. Capacity and Resources,"7. Law and Order, Crime and Justice",False
The Department of the Interior and Local Government (DILG) has signed an agreement with with the United States Agency for International Development (USAID) in a bid to further boost the  drug rehabilitation programs (CBDP).,14. External Regulation and Reputation,6. Policy Prescription and Evaluation,10. Quality of Life,False
"Bong Go urges MIAA, airline execs to ensure contingency plans are in place",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"Senator Christopher “Bong” Go has called on the Manila International Airport Authority (MIAA) and airline officials to have more contingency plans in place, including having backup power and facilities to  stranded passengers.",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Tolentino wants Senate inquiry to determine gov’t action plan vs avian flu,9. Health and Safety,13. Political,9. Health and Safety,9. Health and Safety
"Senator Francis Tolentino is seeking an Senate inquiry, in aid of legislation, to determine the appropriate government actions in preventing and controlling another possible outbreak of the Avian Influenza virus in the country.",9. Health and Safety,13. Political,9. Health and Safety,9. Health and Safety
"Give health workers more reasons to stay, serve in PH—Revilla tells gov’t",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation
Romualdez's merienda in Washington? It's lumpiang shanghai,11. Cultural Identity,15. Other,15. Other,15. Other
"House Speaker Martin Romualdez craved for Filipino food during his extended stay in the United States (US), particularly in the country's capital of Washington DC.",11. Cultural Identity,15. Other,15. Other,15. Other
48 Bilibid PDLs Covid-19 infected – BuCor,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Forty-eight persons deprived of liberty (PDLs) at the New Bilibid Prison (NBP) in Muntinlupa City tested positive for Covid-19, the Bureau of Corrections (BuCor) said.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Potential cyclone may bring scattered rains to Southern Luzon, Visayas, Mindanao",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Scattered rain showers and thunderstorms may continue to affect Southern Luzon, Visayas, and Mindanao due to the low pressure area (LPA) embedded along the intertropical convergence zone (ITCZ), the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said on Thursday, May 4.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"US, Saudi firms may tap OFWs displaced by Sudan strife",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
"WASHINGTON, D.C.—Some employers in the United States and Saudi Arabia have signified their intention to hire overseas Filipino workers (OFWs) displaced by the ongoing hostilities in Sudan.",2. Capacity and Resources,14. External Regulation and Reputation,2. Capacity and Resources,2. Capacity and Resources
US Defense to PH: We always have your back; We’re family,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"WASHINGTON, D.C.—United States Defense Secretary Lloyd Austin told President Ferdinand ""Bongbong"" Marcos Jr. that the US will always back the Philippines in the South China Sea and elsewhere.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Japan ready to help PH education programs — VP Duterte,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"The Japanese government has extended its invitation to the Philippines to take part in the education development training after a meeting with Vice President Sara Duterte on Wednesday, May 3.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Metro Manila Covid-19 positivity rate may reach 25% — OCTA,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The Covid-19 positivity rate in Metro Manila continued to increase over the past week, rising from 12.7 percent on April 25 to 19.7 percent on May 2, based on the monitoring of the OCTA Research on Wednesday, May 3.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Grand, Mega Lotto jackpots still up for grabs",15. Other,15. Other,15. Other,15. Other
"There were no jackpot winners for Grand Lotto 6/55 and Mega Lotto 6/45 in the evening draw of the Philippine Charity Sweepstakes Offices (PCSO) on Wednesday, May 3.",15. Other,15. Other,15. Other,15. Other
Japanese minister tells VP Duterte: More jobs await Pinoy workers in Japan,14. External Regulation and Reputation,14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation
"Vice President and Education Secretary Sara Duterte on Wednesday, May 3, shared her delight upon learning from visiting Japanese Minister for Health, Labour, and Welfare Katsunobu Kato that more jobs await Filipino workers there.",14. External Regulation and Reputation,14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation
Enforce ample measures vs El Niño: Abalos orders LGUs,10. Quality of Life,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life
"Department of the Interior and Local Government (DILG) Secretary Benjamin “Benhur” Abalos Jr. ordered local chief executives (LCE) on Wednesday, May 3, to help mitigate the adverse effects of El Niño in their respective areas.",10. Quality of Life,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life
Abalos to name PNP officials whose resignations would be accepted in 2 days,13. Political,13. Political,13. Political,13. Political
"Department of the Interior and Local Government (DILG) Secretary Benjamin “Benhur” Abalos Jr. confirmed on Wednesday, May 3, that the police officers whose resignations were accepted will be announced in two days.",13. Political,13. Political,13. Political,13. Political
Global semiconductor firm to expand in PH with US$200-M investment pledge,2. Capacity and Resources,2. Capacity and Resources,1. Economic,2. Capacity and Resources
"WASHINGTON, D.C.—A global  intends to expand in the Philippines by investing USD 200 million in a new research and development (R&D) facility in Cavite.",2. Capacity and Resources,2. Capacity and Resources,1. Economic,2. Capacity and Resources
"BuCor suspends PDLs’ visitation privileges at Bilibid, CIW due to Covid-19",9. Health and Safety,6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety
The Bureau of Corrections (BuCor) has suspended the visitation privileges of persons deprived of liberty (PDLs) at the New Bilibid Prison (NBP) in Muntinlupa City and the Correctional Institution for Women (CIW) in Mandaluyong City due to the detection of Covid-19 virus.,9. Health and Safety,6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety
UP Cebu to temporarily shift to online classes due to Covid-19,9. Health and Safety,6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety
"The University of the Philippines (UP) Cebu Office of the Chancellor has issued a memorandum for the temporary transition of classes to online mode starting Thursday, May 4 until May 10 due to Covid-19.",9. Health and Safety,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Advocacy group highlights importance of integrating civic education in all subjects,6. Policy Prescription and Evaluation,12. Public Opinion,12. Public Opinion,12. Public Opinion
"To promote the development of critical thinking skills, civic engagement, and social responsibility among Filipino learners, an advocacy group pushes for the integration of civic education in all subjects.",6. Policy Prescription and Evaluation,12. Public Opinion,10. Quality of Life,False
"Ombudsman orders 6-month preventive suspension of MIAA acting GM Chiong, acting GM for finance Montalbo","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,13. Political,False
Ombudsman Samuel R. Martires has ordered the prevention suspension for not more than six months without pay of Manila International Airport Authority (MIAA) Acting General Manager Cesar M. Chiong and Acting General Manager for Finance and Administration Irene P. Montalbo.,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,13. Political,False
44% of SIM owners have yet to register — survey,12. Public Opinion,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"A Social Weather Stations (SWS) survey conducted one month prior to the original deadline  with the SIM Registration Act, also known as Republic Act No. 11934, revealed that 56 percent of adult Filipino SIM card owners had registered their cards, while 44 percent had not.",12. Public Opinion,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"DOH reaffirms push for salary standardization for HCWs in public, private sector",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The Department of Health (DOH) said on Wednesday, May 3, that it is actively participating in the development of a proposal to standardize salaries for healthcare workers in the public and private sectors.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
PMFTC reduces carbon footprint with EV shift,2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"In a bid towards achieving its smoke-free future vision, the country’s leading  PMFTC Inc., has moved to reduce its carbon footprint by beginning to deploy 10 fully electric vehicles (EVs) for its service fleet.",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
‘Above-normal’ rainfall conditions possible over western Luzon despite El Niño,10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Despite the increasing likelihood of El Niño development, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) warned that Western Luzon may experience “above-normal” rainfall during the southwest monsoon or “habagat” season.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"AICS office in SJDM, Bulacan ready to accept clients — DSWD",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"Starting Wednesday, May 3, the Assistance to Individuals in Crisis Situation (AICS) satellite office in San Jose Del Monte (SJDM) City, Bulacan is ready to accept applicants from the city and nearby municipalities.",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"PH, Cambodia fortify defense ties",14. External Regulation and Reputation,8. Security and Defense,14. External Regulation and Reputation,14. External Regulation and Reputation
"The Philippines and Cambodia have strengthened its defense partnership through the recent conduct of the 3rd Philippines-Cambodia Joint Defense Cooperation Committee (JDCC) meeting, the Department of National Defense (DND) disclosed Wednesday, May 3.",14. External Regulation and Reputation,8. Security and Defense,14. External Regulation and Reputation,14. External Regulation and Reputation
"DepEd seeks help of partners for key reform objectives, priority interventions in education",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The Department of Education (DepEd), under the leadership of Vice President and Education Secretary Sara Duterte, sought the assistance of its partners to implement priority interventions and key reform objectives for the country’s basic education sector.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
We cannot be free if journalists aren't free': Diplomats in PH celebrate World Press Freedom Day,13. Political,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality
Foreign diplomats in the Philippines have joined in the celebration of the World Press Freedom Day and assured the members of the press of their respective government's support.,13. Political,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality
PH has a lot to offer'--Romualdez,11. Cultural Identity,13. Political,13. Political,13. Political
"""The Philippines has a lot to offer.""",11. Cultural Identity,13. Political,13. Political,13. Political
"CHR to gov’t agencies: Emulate DepEd’s stand on red-tagging, trolling, extrajudicial killings",13. Political,3. Morality,4. Fairness and Equality,False
"The Commission on Human Rights (CHR) on Wednesday, May 3, urged government agencies to emulate the Department of Education (DepEd) in upholding human rights in its draft curriculum for Araling Panlipunan that cited “red-tagging, trolling and extrajudicial killings (EJKs) as human rights violations.”",13. Political,3. Morality,4. Fairness and Equality,False
PCG: 400 liters of oily water mixtures collected as leak continues in Oriental Mindoro,10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
"More than two months since motor tanker (MT) Princess Empress sank and triggered a massive oil spill in Oriental Mindoro, loads of spilt oil are still being collected by response teams as leak continues from the sunken vessel.",10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
Zubiri: No need for EDCAs if there are no bullies,13. Political,8. Security and Defense,8. Security and Defense,8. Security and Defense
"Senate President Juan Miguel Zubiri on Wednesday, May 3, said the Philippines does not need PH-US Enhanced Defense Cooperation Agreement (EDCA) sites if there are no bullies in the South China Sea.",13. Political,8. Security and Defense,8. Security and Defense,8. Security and Defense
"DepEd beefs up training programs for teachers, school leaders",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
"To discuss the provision of high-quality professional development programs and courses to teachers and school leaders, the Department of Education (DepEd) converged with the National Network of Normal Schools.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
"Ople: 340 rescued OFWs from Sudan off to PH, first 2 batches to arrive May 4",10. Quality of Life,10. Quality of Life,9. Health and Safety,10. Quality of Life
"A total of 152 overseas Filipinos workers (OFWs) who were rescued from the conflict-torn country of Sudan are expected to arrive in Manila on Thursday, May 4, in two batches, the Department of Migrant Workers (DMW) said.",10. Quality of Life,10. Quality of Life,9. Health and Safety,10. Quality of Life
VP Duterte thanks envoy for deepening PH-Singapore ties,14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
Vice President Sara Duterte thanked outgoing Singaporean Ambassador to the Philippines Gerard Ho Wei Hong for his contribution in deepening ties between Singapore and the Philippines.,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Kadiwa stores to sell 4M kilos of sugar seized in anti-smuggling ops, SRA says","7. Law and Order, Crime and Justice",2. Capacity and Resources,1. Economic,False
"At least 4,000 metric tons of sugar that were seized in various anti-smuggling operations of the government will be distributed to all Kadiwa stores nationwide and will be sold at a cheaper price, the Sugar Regulatory Administration (SRA) disclosed on Wednesday, May 3.","7. Law and Order, Crime and Justice",2. Capacity and Resources,1. Economic,False
5-man panel recommends filing of charges vs 4 PNP officials over drug links,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Four senior police officials, whose courtesy resignations were  to be accepted by President Ferdinand “Bongbong” Marcos, Jr., were formerly assigned to the top anti-narcotics unit of the Philippine National Police (PNP).",13. Political,13. Political,"7. Law and Order, Crime and Justice",13. Political
"Pro-OFW solon reacts to America's hiring of 75,000 Pinoy seamen",14. External Regulation and Reputation,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"The hiring of some 75,000 Filipino seafarers by American firms ""highlights the strong partnership between the Philippines and the United States (US)"".",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
New lawyers should register with IBP,2. Capacity and Resources,6. Policy Prescription and Evaluation,15. Other,False
"The Integrated Bar of the Philippines (IBP) on Wednesday, May 3, reminded the 3,992 new lawyers to register with it.",2. Capacity and Resources,6. Policy Prescription and Evaluation,15. Other,False
"Prioritize developing a thriving national innovation system, Legarda tells gov’t",2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Senate President Pro Tempore Loren Legarda on Wednesday, May 3 called on government leaders to lead in developing  innovation system for the Philippines.",2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"US, SoKor boost PH climate change programs",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
The United States and South Korea have joined hands in helping the Philippines fight the threats of climate change.,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
CA affirms ruling regulating entry of vehicles of non-residents of BF Homes in Parañaque City,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The Court of Appeals (CA) has affirmed its July 20, 2022 decision that allowed the homeowners of BF Homes in Parañaque City to regulate the entry through five roads leading to the subdivision of vehicles which are not owned by residents.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
PH Navy joins ASEAN-India Maritime Exercise; code for unplanned sea encounters among highlights,14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
The Philippine Navy (PN) has deployed a 140-strong contingent to Singapore for the Association of Southeast Asian Nations (ASEAN)-India Maritime Exercise (AIME) 2023 from May 2 to 8 which will incorporate drills among participating countries to practice a code for unplanned encounters at sea.,14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
"Robin: PH press freedom remains under threat due to disinformation, fake news",8. Security and Defense,13. Political,4. Fairness and Equality,False
Philippine press freedom remains under threat by disinformation and fake news that continue to mislead the Filipino people.,8. Security and Defense,13. Political,4. Fairness and Equality,False
UPCA 2023 results are out,10. Quality of Life,15. Other,15. Other,15. Other
"The results for the University of the Philippines College Admissions (UPCA) 2023 are out, the UP Office of Admissions announced on Wednesday afternoon, May 3.",10. Quality of Life,15. Other,15. Other,15. Other
Villar is Gawad Agila's 'Most Trusted Public Servant of the Year',13. Political,15. Other,13. Political,13. Political
"Senator Cynthia A. Villar said the ‘Gawad Agila 2023 Award’ she obtained is an important reminder for every public servant to serve with honor, integrity and excellence.",13. Political,13. Political,13. Political,13. Political
UP Diliman leads top 100 best universities in PH list,15. Other,10. Quality of Life,15. Other,15. Other
"The University of the Philippines (UP) Diliman was ranked first in the list of 100 best universities in the Philippines for 2023 by the independent metric-based ranking website, EduRank.",15. Other,10. Quality of Life,15. Other,15. Other
"House to thank OFWs by giving Pinoys a brighter future, says Romualdez",13. Political,3. Morality,10. Quality of Life,False
"As its way of thanking overseas Filipino workers (OFWs) for their contributions to the Philippines, Speaker Martin Romualdez vowed that the House of Representatives would continue to work closely with the Marcos administration toward its ""vision for a brighter future for all Filipinos"".",13. Political,3. Morality,10. Quality of Life,False
DSWD opens applications for government internship program,2. Capacity and Resources,6. Policy Prescription and Evaluation,13. Political,False
"The Department of Social Welfare and Development (DSWD) announced on Wednesday, May 3 the acceptance of applications for the Government Internship Program (GIP) this year.",2. Capacity and Resources,6. Policy Prescription and Evaluation,13. Political,False
BOC exceeds April 2023 collection target,1. Economic,2. Capacity and Resources,13. Political,False
"The Bureau of Customs (BOC) has exceeded its collection target for April this year by almost four percent, attributing it to improved valuation of non-oil importation.",1. Economic,2. Capacity and Resources,13. Political,False
"Bong Go urges China to stop all forms of bullying, encroachment in the West PH Sea",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Senator Christopher “Bong” Go on Wednesday, May 3 has called on China to stop all forms of bullying and encroachment activities in the West Philippine Sea (WPS).",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Water allocation cut for irrigation to start May 10- NWRB,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"Amid the looming water supply problems due to El Niño, the National Water Resource Board (NWRB) has decided to cut the water allocation for irrigation in various parts of the country starting May 10.",10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
SC on anti-terrorism cases: Protect public but respect human rights,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,4. Fairness and Equality,False
