Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
DICT assessing possible SIM registration extension,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Will the SIM registration period be extended or not?,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Here's why Senate sugar smuggling probe won't push through,13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
The scheduled April 25 hearing of the Senate Blue Ribbon Committee on the alleged ‘’state-sponsored’’ smuggling of sugar will not push through.,13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"3 Filipinos rescued from Sudan amid clashes, more to follow — DFA",9. Health and Safety,9. Health and Safety,8. Security and Defense,9. Health and Safety
"Three Filipinos have already been evacuated from Sudan and over a hundred will follow after internal clashes among its troops erupted, an official of the Department of Foreign Affairs (DFA) said Monday, April 24.",9. Health and Safety,9. Health and Safety,8. Security and Defense,9. Health and Safety
VP Duterte visits 2 Negros Occ schools; here’s what she told students,13. Political,13. Political,3. Morality,13. Political
"Vice President and Education Secretary Sara Duterte on Monday, April 24, gave two pieces of advice for Negros Occidental students during her visit to two schools there: study well so they can get good jobs and stay in school even if they get pregnant.",13. Political,13. Political,3. Morality,13. Political
"Marcos to Pinoy athletes: If you need more help from gov't, tell me",13. Political,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"Recognizing that Filipino athletes are the country's ambassadors in sports, President Ferdinand ""Bongbong"" Marcos Jr. told them to reach out to him if they need more help towards a successful international stint.",13. Political,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"Salceda tells LWUA to step up, consolidate inefficient water districts",13. Political,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"Albay 2nd district Rep. Joey Salceda is pushing for the consolidation of water districts that are inefficient or non-operational amid what he described as an ""ongoing water crisis exacerbated by the El Nino phenomenon"".",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Comply with SIM registration to avoid consequences – Sec Remulla,13. Political,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,False
"Department of Justice (DOJ) Secretary Jesus Crispin C. Remulla on Monday, April 24, reminded the public to have their SIM (subscriber identity module) registered.",13. Political,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,False
"PhilHealth urges LGUs, health facilities to be vigilant against vacation hazards",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The Philippine Health Insurance Corporation (PhilHealth) has urged local government units, health facilities, and the private sector to be conscious of safety and medical emergency protocols to ensure that accidents would be prevented and properly addressed.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
PAF trainer aircraft involved in aviation accident in Batangas; 2 pilots safe,9. Health and Safety,"7. Law and Order, Crime and Justice",8. Security and Defense,False
"A trainer aircraft of the Philippine Air Force (PAF) got involved in an accident while on a standard training flight at Fernando Air Base in Lipa City, Batangas on Monday morning, April 24.",9. Health and Safety,"7. Law and Order, Crime and Justice",8. Security and Defense,False
SC sets work skeds for courts in areas under Covid-19 Alert Levels 1 and 2,2. Capacity and Resources,9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources
The Supreme Court (SC) has ordered a 50 to 75 percent workforce from April 25 to April 30 in courts in areas under Covid-19 Alert Levels 1 and 2 as identified by the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF).,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Dela Rosa believes Acorda can easily handle Negros Oriental problem,13. Political,13. Political,13. Political,13. Political
"Senator Ronald ‘’Bato’’ dela Rosa said he is confident that Police Major General Benjamin Acorda, the newly-minted",13. Political,13. Political,13. Political,13. Political
"Spoon, 'tabo', seasoning: Clarita Carlos' travel essentials make perfect sense",15. Other,15. Other,15. Other,15. Other
"Professor Clarita Carlos shared on Facebook Monday, April 24 her short list of travel essentials and travel tips, some of which you might find weird.",15. Other,15. Other,15. Other,15. Other
"Teachers to DepEd: Allow shorter class hours, wearing of ‘comfortable’ clothes amid extreme heat",9. Health and Safety,12. Public Opinion,4. Fairness and Equality,False
"As some teachers and students suffer from extreme heat during in-person classes, a group urged the Department of Education (DepEd) to allow schools to implement “shorter” class hours and temporarily suspend the wearing of the official uniform for teachers during classes.",9. Health and Safety,12. Public Opinion,4. Fairness and Equality,False
Gatchalian seeks LGUs’ automatic income classification to improve public services,2. Capacity and Resources,6. Policy Prescription and Evaluation,1. Economic,False
Senator Sherwin Gatchalian is proposing a legislation that would institutionalize automatic  classification of local government units (LGUs) to improve public services.,2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"PhilSA to utilize EU-funded data sharing program in disaster response, food security projects",9. Health and Safety,2. Capacity and Resources,8. Security and Defense,False
"The Philippine Space Agency (PhilSA) said on Monday, April 24, that it will utilize the European Union (EU)-funded satellite data sharing program, Copernicus Capacity Support Action Programme for the Philippines (CopPhil), to boost the country's disaster response and food security initiatives.",9. Health and Safety,2. Capacity and Resources,8. Security and Defense,False
"Bill spares PUV drivers from paying driver's license application, renewal fees",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
A ranking congressman is pursuing the exemption of public utility vehicle (PUV) drivers from the payment of application or renewal fees when securing their professional driver’s license.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Aside from Rep Teves, 3 or more persons may be designated ‘terrorists’ – Sec Remulla","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
"Three or more persons, aside from suspended Negros Oriental 3rd District Rep. Arnolfo “Arnie” A. Teves Jr., could be designated as “terrorists” for their role in the March 4 killings of Gov Roel R. Degamo and eight other persons in Pamplona town.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
"Manila RTC postpones arraignment of six suspects in March 4 killings of Degamo, 8 other persons","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"The Manila regional trial court (RTC) postponed the arraignment on Monday, April 24, of six suspects charged criminally for the deaths of nine persons, including Negros Oriental Gov. Roel R. Degamo, and injuries sustained by 17 others last March 4 in Pamplona town.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Marcos wants PH to produce own farm machineries,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"President Ferdinand ""Bongbong"" Marcos Jr. wants the Philippines to manufacture its own farm machineries in order to lessen the country's reliance to imports.",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Faulty faucet swamps NDRRMC warehouse in Pampanga; hygiene kits submerged,2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
"A storage of non-food items of the National Disaster Risk Reduction and Management Council (NDRRMC) in Clark, Pampanga was flooded on Sunday, April 23, due to a damaged faucet.",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
PH-EU cooperation on space S&T to strengthen nation’s disaster resilience - Solidum,14. External Regulation and Reputation,6. Policy Prescription and Evaluation,8. Security and Defense,False
"Department of Science and Technology (DOST) Secretary Renato Solidum, Jr. believes the Copernicus Capacity Support Action programme for the Philippines (CopPhil) will strengthen the nation’s resilience to disasters and climate change.",9. Health and Safety,6. Policy Prescription and Evaluation,8. Security and Defense,False
Napakahirap nito': Barbers applauds Acorda for taking on tough task,13. Political,15. Other,13. Political,13. Political
"Surigao del Norte 1st district Rep. Robert Ace Barbers gave props on Monday, April 24, to Police Major General Benjamin Acorda Jr. for accepting the very difficult task of Philippine National Police (PNP) chief.",13. Political,13. Political,13. Political,13. Political
"DSWD chief, British envoy to PH renew ties to fight hunger",14. External Regulation and Reputation,6. Policy Prescription and Evaluation,10. Quality of Life,False
"Department of Social Welfare and Development (DSWD) Secretary Rex Gatchalian met with British Ambassador to the Philippines Laure Beaufils, on Monday, April 24, to strengthen existing ties and discuss possible cooperation opportunities in reinforcing the social welfare workforce and fight against hunger in the country.",14. External Regulation and Reputation,14. External Regulation and Reputation,10. Quality of Life,14. External Regulation and Reputation
"PH taps EU satellite data to address disaster, climate change",9. Health and Safety,6. Policy Prescription and Evaluation,8. Security and Defense,False
"The Department of Science and Technology (DOST) and the Philippine Space Agency have teamed up with the European Union for a program that will help in disaster mitigation, climate change adaptation and food security strategies using earth observation satellites.",10. Quality of Life,6. Policy Prescription and Evaluation,8. Security and Defense,False
Marcos says PH now switching to surface water to ensure supply,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
President Ferdinand “Bongbong” Marcos Jr. said that the government is “slowly converting” its dependence on water supply to surface water from underground water as the country tries to mitigate the effects of El Niño.,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Sandigan orders arrest of ex-Maguindanao Gov Datu Sajid Islam Uy Ampatuan,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Sandiganbayan has ordered anew the arrest of former Maguindanao governor and now Shariff Saydona Mustapha town Vice Mayor Datu Sajid Islam Uy Ampatuan who failed to attend the promulgation last Feb. 9 of the decision that found him guilty of 126 counts of falsification of public documents, four counts of graft, and four counts of malversation of public funds.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Cong Abante favors direct sugar importation for industrial users; here's why,13. Political,10. Quality of Life,1. Economic,False
Manila 6th district Rep. Benny Abante is supporting proposals to allow industrial users to directly import sugar for their production needs as a way for them to mitigate the impact of El Niño.,2. Capacity and Resources,10. Quality of Life,1. Economic,False
"PDEA confiscates P720,000 marijuana in Quirino buy-bust","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Government anti-narcotics operatives seized P720,000 worth of dried marijuana leaves following the arrest of a 22-year old student in an April 22  buy-bust operation in Quirino province.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Marcos' US visit agenda to focus on defense agreements, climate change aid",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"President Ferdinand ""Bongbong"" Marcos Jr. and US President Joe Biden will discuss many salient topics of mutual interest to their countries when they meet in Washington next week.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Public warned against fake social media pages, groups pretending to be PGH",13. Political,"7. Law and Order, Crime and Justice",8. Security and Defense,False
Filipinos were alerted against fake social media pages and groups pretending to be the Philippine General Hospital (PGH) or any of its offices.,13. Political,"7. Law and Order, Crime and Justice",8. Security and Defense,False
Senators welcome Acorda as newly appointed PNP chief,13. Political,13. Political,13. Political,13. Political
Senate President Juan Miguel Zubiri said he warmly  Police Major General Benjamin Acorda Jr.’s appointment as the new chief of the Philippine National Police (PNP).,13. Political,13. Political,13. Political,13. Political
"Marina hails launch of new ro-ro ferry to boost maritime tourism in Cebu, Bohol",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
"The Maritime Industry Authority (Marina) lauded on Monday, April 24, the launching of a new roll-on/roll-off (ro-ro) ferry by a pioneer  in the Visayas which is expected to boost the maritime tourism in Cebu and Bohol.",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
PBBM says stabilizing PH economy will take time,13. Political,1. Economic,1. Economic,1. Economic
"President Ferdinand “Bongbong” Marcos Jr. said on Monday, April 24, s it would take a “little time” for it to stabilize the country's economy as his administration begins institutionalizing changes.",1. Economic,1. Economic,1. Economic,1. Economic
Bring back April-May school ‘summer’ break? Marcos says it’s not simple,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Reverting to the old April and May summer break in schools is not as simple as it sounds, said President Ferdinand ""Bongbong"" Marcos on Monday, April 24, in response to a  from a legislator and groups of concerned parents.",13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Toxic red tide monitored in 4 areas in VisMin, BFAR says",9. Health and Safety,10. Quality of Life,9. Health and Safety,9. Health and Safety
The Bureau of Fisheries and Aquatic Resources (BFAR) has detected toxic red tide in the coastal waters of Bohol and three other areas in the Visayas and Mindanao.,9. Health and Safety,10. Quality of Life,9. Health and Safety,9. Health and Safety
"New PNP chief steady, can implement reforms --- Marcos",13. Political,13. Political,13. Political,13. Political
President Ferdinand “Bongbong” Marcos Jr. believes newly-installed Philippine National Police (PNP) chief Major General Benjamin Acorda Jr. is capable of implementing needed reforms and getting the PNP's job done.,13. Political,13. Political,13. Political,13. Political
"2 DPWH projects shield La Union, Pangasinan communities from heavy flooding",9. Health and Safety,10. Quality of Life,8. Security and Defense,False
"The Department of Public Works and Highways (DPWH)  the construction of two flood control structures that are expected to ease flooding in Naguillan, La Union and Alaminos City, Pangasinan.",9. Health and Safety,10. Quality of Life,8. Security and Defense,False
BIR reminds taxpayers of April 25 VAT-filing deadline,13. Political,1. Economic,10. Quality of Life,False
"The Bureau of Internal Revenue (BIR) reminded taxpayers that they have until Tuesday, April 25, to file and pay the quarterly value-added tax (VAT).",13. Political,1. Economic,10. Quality of Life,False
BI concerned over repeated interceptions of foreigners with fake travel papers,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
The Bureau of Immigration (BI) has expressed concern over the repeated interceptions of Senegalese nationals who were found to be using fraudulent travel documents.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
"Tulfo coordinates with Palace, NEA on Occidental Mindoro energy crisis",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Senator Rafael ‘’Raffy’' Tulfo is coordinating with Malacañang and the National Electrification Administration (NEA) in efforts to solve the Occidental Mindoro energy crisis.,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
DTI backs import tariff removal on electric vehicles,13. Political,5. Constitutionality and Jurisprudence,1. Economic,False
The Department of Trade and Industry (DTI) is backing the move to temporarily remove  import tariffs for electric vehicles (EVs) for a period of five years in a bid to encourage more Filipinos to use them.,13. Political,5. Constitutionality and Jurisprudence,1. Economic,False
"Go to LTO, DOTr: Address driver’s license plastic card shortage, pronto",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"Senator Christopher ""Bong"" Go has called on the Land Transportation Office (LTO) and the Department of Transportation (DOTr) to work together and address the current shortage of plastic cards for driver's license in the country.",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Will he attend? Barbers asks Mayo to join House probe on Tondo drug bust,13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
"The House Committee on Dangerous Drugs is eyeing the participation of disgraced former police master sergeant Rodolfo Mayo Jr. in its  hearing Wednesday, April 26 on the controversial drug bust involving 990 kilos or P6.7 billion worth of “shabu"" last year.",13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
Feast of Saint Mark the Evangelist on April 25,10. Quality of Life,3. Morality,10. Quality of Life,10. Quality of Life
"Roman Catholics  on Tuesday, April 25, the Feast of Saint Mark the Evangelist (San Marcos Evangelista), the author of the second Gospel of the Holy Bible and the founder of Christianity in Africa.",10. Quality of Life,3. Morality,10. Quality of Life,10. Quality of Life
Cong Ralph shows that he's a supportive hubby to Vilma,13. Political,13. Political,15. Other,13. Political
"House Deputy Speaker and Batangas 6th district Rep. Ralph Recto proudly took to Facebook Monday morning, April 24 to congratulate his wife, ""The Star for All Seasons"", Vilma Santos, for adding another feather in her cap.",13. Political,13. Political,15. Other,13. Political
"Marcos urges PNP: Make streets safer, serve with integrity",3. Morality,"7. Law and Order, Crime and Justice",8. Security and Defense,False
"President Ferdinand ""Bongbong"" Marcos Jr. has urged the Philippine National Police (PNP) to make the streets safer and serve Filipinos with integrity, accountability, and genuine justice while being open to public scrutiny and criticism.",3. Morality,"7. Law and Order, Crime and Justice",8. Security and Defense,False
"No to 'regionalistic patronage appointments', says Castro after Marcos names Acorda as new PNP chief",13. Political,13. Political,4. Fairness and Equality,13. Political
"House Deputy Minority leader and ACT Teachers Party-list Rep. France Castro has warned President Ferdinand ""Bongbong"" Marcos Jr. against dabbling into what she described as ""regionalistic patronage appointment"".",13. Political,13. Political,13. Political,13. Political
"Acorda: Moral ascendancy big factor in PNP promotion, placement",3. Morality,13. Political,3. Morality,3. Morality
"Newly-installed Philippine National Police (PNP) chief Gen. Benjamin Acorda, Jr. vowed on Monday, April 24, to observe merits and moral ascendancy in the promotion and placements of key posts in the organization amid the ongoing controversy of cops’ alleged involvement in illegal drugs activities.",3. Morality,13. Political,3. Morality,3. Morality
PAGASA sees slim chance of tropical cyclone formation until end April,9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
"There is a slim chance of a tropical cyclone forming within the country’s area of responsibility until the end of the month, a weather specialist of the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said on Monday, April 24.",9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
Arroyo bats for upgrade of PMMA into a national academy,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"House Senior Deputy Speaker and former president Gloria Macapagal-Arroyo is eyeing the upgrade of the Philippine Merchant Marine Academy (PMMA) in San Narciso, Zambales.",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Marcos appoints Acorda as 29th PNP chief,13. Political,13. Political,13. Political,13. Political
"President Ferdinand ""Bongbong"" Marcos Jr. has named Police Major General Benjamin Acorda Jr. as the new chief of the Philippine National Police (PNP), replacing General Rodolfo Azurin Jr., who retired from service on Monday morning, April 24.",13. Political,13. Political,13. Political,13. Political
The chief from the North: Who is Benjamin Acorda Jr?,13. Political,13. Political,13. Political,13. Political
From cops’ spy chief to chief of the Philippine National Police (PNP).,13. Political,13. Political,13. Political,13. Political
"No jackpot winners for Ultra, Super Lotto in April 23 evening draw",15. Other,15. Other,15. Other,15. Other
"There were no jackpot winners for Ultra Lotto 6/58 and Super Lotto 6/49 in the evening draw of the Philippine Charity Sweepstakes Office (PCSO) on Sunday, April 23.",15. Other,15. Other,15. Other,15. Other
Students are fainting': Guanzon prods gov't to solve 20-hour Occidental Mindoro blackouts,2. Capacity and Resources,10. Quality of Life,4. Fairness and Equality,False
P3PWD Party-list nominee Rowena Guanzon is calling on the government to do something--anything--to address the 20-hour blackouts besetting Occidental Mindoro.,2. Capacity and Resources,10. Quality of Life,4. Fairness and Equality,False
DOH clarifies Covid-19 Alert Level 2 status of 26 areas,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
The Department of Health (DOH) issued a clarification on the Covid-19 situation of 26 areas under the Alert Level 2 status until the end of this month.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
LTO: Three-year registration validity now covers new motorcycles 200cc and below,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,10. Quality of Life,False
"The validity of the registration of new motorcycles were extended to three years, the Land Transportation Office (LTO) announced on Sunday, April 23.",5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,10. Quality of Life,False
Magnitude 5.3 quake jolts Isabela — Phivolcs,9. Health and Safety,9. Health and Safety,10. Quality of Life,9. Health and Safety
"A 5.3-magnitude earthquake jolted Isabela province on Sunday afternoon, April 23, said the Philippine Institute of Volcanology and Seismology (Phivolcs).",9. Health and Safety,9. Health and Safety,10. Quality of Life,9. Health and Safety
Group bats for a ‘more strategic approach’ to address extreme heat in schools,9. Health and Safety,12. Public Opinion,4. Fairness and Equality,False
"While it recognized the move of the Department of Education (DepEd) reminding schools to shift to distance learning due to extreme heat, a group of teachers pushed for a “more strategic approach” that will address the concern of students and personnel who attend in-person classes during the hottest months of the year.",9. Health and Safety,12. Public Opinion,4. Fairness and Equality,False
Heat indices in 7 areas reach ‘danger’ level,9. Health and Safety,9. Health and Safety,10. Quality of Life,9. Health and Safety
"Seven locations recorded heat indices under the “danger” classification on Sunday, April 23, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",9. Health and Safety,9. Health and Safety,10. Quality of Life,9. Health and Safety
Poe to Pinoys: Enlist your SIM cards now,13. Political,"7. Law and Order, Crime and Justice",2. Capacity and Resources,False
"Senator Grace Poe on Sunday, April 23, urged the public to give the SIM Registration Law one final push as the April 26 deadline to register approaches.",13. Political,"7. Law and Order, Crime and Justice",2. Capacity and Resources,False
SIM registration figures hit 80M — NTC,13. Political,10. Quality of Life,2. Capacity and Resources,False
"There are now over 80 million Subscriber Identity Module (SIM) cards registered across the country, the National  Commission (NTC) disclosed on Sunday, April 23.",13. Political,10. Quality of Life,2. Capacity and Resources,False
"Marcos El Niño mitigation plan the 'right move forward', says DPWH exec-turned-solon",13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"A ranking congressman who has a background in public works believes that President Ferdinand ""Bongbong"" Marcos Jr. has a good El Niño mitigation plan in place.",13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
"NPA now ‘leaderless’ in Western, Central Visayas – military",13. Political,13. Political,13. Political,13. Political
"The New People’s Army (NPA) units in Western and Central Visayas are now “leaderless” following the death of an alleged  rebel in an armed encounter in Negros Occidental recently, the military said Sunday, April 23.",13. Political,13. Political,13. Political,13. Political
"VP Sara to parents: Send your kids to school, keep them away from illegal acts",3. Morality,13. Political,3. Morality,3. Morality
Vice President Sara Duterte told parents to do everything in their power to send their children to school and keep them away from drugs and other illegal acts.,3. Morality,13. Political,3. Morality,3. Morality
IBP’s free legal aid now online thru ‘Pro Bono Portal’,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Indigent litigants nationwide can now avail themselves of free legal services online through the Integrated Bar of the Philippines’ (IBP) “web-based legal aid platform.”,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
AFP eyes more EDCA sites for ‘360 degree protection’ of PH,2. Capacity and Resources,6. Policy Prescription and Evaluation,8. Security and Defense,False
The Armed Forces of the Philippines (AFP) raised the possibility of establishing additional Enhanced Defense Cooperation Agreement (EDCA) sites in the future to enable a “360-degree protection” of the country.,2. Capacity and Resources,6. Policy Prescription and Evaluation,8. Security and Defense,False
Erring ERC to blame for 20-hour daily Occidental Mindoro blackouts--solon,13. Political,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
The Energy Regulatory Commission's (ERC) supposed inaction on the needs of the National Power Corporation (Napocor) has resulted to the 20-hour power outages besetting Occidental Mindoro every day.,13. Political,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Gov't finding ways to store rainwater, counter dry spell—Palace",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
The government  up with ways to store rainwater that could be used during the dry season as a way to manage water resources in the country.,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
26 areas under Covid-19 Alert Level 2 status—IATF,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Twenty-six areas in the country were placed under Covid-19 Alert Level 2 status until the end of this month, based on the recent resolution of the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF-EID).",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
DILG cites Lanao del Norte town for competence in ease of doing business,13. Political,1. Economic,2. Capacity and Resources,False
"The Department of the Interior and Local Government (DILG)  the municipality of Bacolod in Lanao de Norte for the delivery of quality service and “high client satisfaction in the processing of business permits and licenses, through the implementation of the electronic Business One-Stop Shop (eBOSS).’’",13. Political,1. Economic,2. Capacity and Resources,False
"Install street lights, informative road signs in proper locations—-Bonoan","7. Law and Order, Crime and Justice",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
The Department of Public Works and Highways (DPWH) has set up guidelines in the removal and reinstallation of informative road signs and street lights to ensure that they are placed in proper locations during road expansion projects.,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"House leader makes last-ditch effort to sway DICT, extend SIM registration period",13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"A ranking congressman is making a last-ditch effort to convince the Department of Information and Communications Technology (DICT) to extend the deadline for SIM card registration as provided for under Republic Act (RA) No.11934, or the SIM Registration Act.",13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Ex-UP president Emanuel Soriano passes away at 87,15. Other,15. Other,15. Other,15. Other
"Former University of the Philippines (UP) President Emanuel Valdez Soriano passed away on Saturday, April 22 at the age of 87.",15. Other,15. Other,15. Other,15. Other
Pinoys' dental woes prod solon to renew appeal to PhilHealth,2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
AnaKalusugan Party-list Rep. Ray Reyes is reiterating his call for the Philippine Health Insurance Corporation (PhilHealth) to include in its packages the coverage of dental health under the Universal Health Care (UHC) law.,2. Capacity and Resources,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
Ako Bicol Party-list moves to expand anti-El Niño water supply program,2. Capacity and Resources,12. Public Opinion,2. Capacity and Resources,2. Capacity and Resources
"Ako Bicol Party-list is serious with the expansion of its solar-powered water supply system, which is expected to help mitigate the effects of El Niño.",2. Capacity and Resources,12. Public Opinion,2. Capacity and Resources,2. Capacity and Resources
"Online love scammers also targeting foreign nationals, BI says",8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
The Bureau of Immigration (BI) warned the public and foreign nationals anew against online con artists using the name of the agency in scamming gullible victims for cash.,8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
"Libanan wants Pinoy students to be like Rizal, speak more foreign languages",15. Other,11. Cultural Identity,3. Morality,False
House Minority Leader and 4Ps Party-list Rep. Marcelino Libanan wants Filipino students to emulate national hero Dr. Jose Rizal in terms of the latter's mastery of foreign languages.,15. Other,11. Cultural Identity,3. Morality,False
Plastic card shortage forces LTO to extend validity of expiring driver's license,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
The Land Transportation Office (LTO) has extended the validity of the driver’s license that would expire starting April 24 amid the shortage of plastic cards being used in its printing.,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Azurin takes pride in 'real' PNP internal cleansing as he bows out of service,13. Political,13. Political,3. Morality,13. Political
"From securing the top police post up to the few remaining days in his office, it was indeed a bumpy ride for General Rodolfo Azurin, Jr. as the chief of the Philippine National Police (PNP).",13. Political,13. Political,13. Political,13. Political
Former rebels receive food aid from DSWD,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
