Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
MANILA – Cagayan De Oro City 2nd District Rep. Rufus Rodriguez on Tuesday urged the government to forge more security pacts with other nations following China’s continued employment of harassment tactics in the West Philippine Sea.,14. External Regulation and Reputation,8. Security and Defense,14. External Regulation and Reputation,14. External Regulation and Reputation
PBBM admin to employ digital media literacy drive vs. fake news,10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
PNP chief urges 'fugitive' Bantag to surrender,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – Leyte 4th District Rep. Richard Gomez and his wife, Ormoc City Mayor Lucy Marie Torres-Gomez, officially joined the reservist ranks of the Philippine Army (PA).",13. Political,2. Capacity and Resources,8. Security and Defense,False
"MANILA – The Philippine delegation to Japan headed by President Ferdinand R. Marcos, Jr. is expected to bring home many significant gains when they return to the country on Feb. 12, House Speaker Ferdinand Martin Romualdez announced on Thursday afternoon.",14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
MANILA – The Light Rail Transit Line 2 (LRT-2) will suspend its operations on Holy Thursday (April 6) until Easter Sunday (April 9) and a shortened operating schedule on Holy Wednesday.,15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
MANILA – Five ranking police officials were included in the latest reorganization in the Philippine National Police (PNP).,8. Security and Defense,13. Political,8. Security and Defense,8. Security and Defense
Tulfo: Autism must be treated seriously,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Transfer of more troops to Visayas nearing completion - AFP,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
"MANILA – Southeast Asian countries must adjust and find ways to address human capital flight, particularly in the healthcare sector for the benefit of the region, President Ferdinand R. Marcos Jr. said on Thursday.",2. Capacity and Resources,6. Policy Prescription and Evaluation,9. Health and Safety,False
"MANILA – The Philippine government on Wednesday night denounced North Korea’s test of an intercontinental ballistic missile (ICBM), saying it undermined peace in the region and the world.",14. External Regulation and Reputation,14. External Regulation and Reputation,8. Security and Defense,14. External Regulation and Reputation
"DILG, BFP warn public as fire incidents surge nearly 40% in April",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
MANILA – The Philippine government has backed a democracy declaration issued by several countries but disassociated itself from references to the International Criminal Court (ICC).,14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
MANILA – The Department of Health (DOH) on Tuesday advised residents of oil-spill affected areas in Oriental Mindoro province to wear appropriate face masks and to drink water only from safe sources.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA – The Commission on Elections (Comelec) on Tuesday vowed to seek justice for its election officer in Maguindanao del Sur province who was shot dead in Lambayong town, Sultan Kudarat province.","7. Law and Order, Crime and Justice",13. Political,13. Political,13. Political
"MANILA— Eight Filipinos deceived into working for an online scamming and catfishing (creating fake identity) syndicate in Cambodia were repatriated to Manila on Saturday, the Department of Foreign Affairs (DFA) said.",8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
MANILA – The Manila Cathedral is open to pilgrims for the Season of Lenten.,11. Cultural Identity,3. Morality,3. Morality,3. Morality
Police nab killer of La Salle-Dasma student,8. Security and Defense,14. External Regulation and Reputation,"7. Law and Order, Crime and Justice",False
MANILA – Immigration officers prevented two Africa-bound Filipino women suspected of being human trafficking victims from leaving the country at the Ninoy Aquino International Airport (NAIA).,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Public urged to vaccinate pets, get immediate treatment for bites",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA – Speaker Ferdinand Martin G. Romualdez on Friday urged the Department of Information and Communications Technology (DICT), National  Commission (NTC) and the three  (telcos)  up with a simpler, more convenient and faster process of registering subscriber identity modules (SIMs).",10. Quality of Life,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life
MANILA – President Ferdinand R. Marcos Jr. on Thursday signed an executive order creating the Water Resources Management Office (WRMO) in the Department of Environment and Natural Resources (DENR) to integrate and harmonize government efforts to ensure the availability and sustainable management of water resources in the country.,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
MANILA – Pharmaceutical and  Moderna on Tuesday announced its plan to establish a shared service facility for pharmacovigilance in the Philippines that will serve the entire Asia-Pacific region.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Pope Francis appoints new Capiz archbishop,11. Cultural Identity,3. Morality,3. Morality,3. Morality
Tax court junks refund plea of energy services provider,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA – The whole of Luzon and some parts of the Visayas will experience cloudy skies with rains brought by the northeast monsoon, locally known as “amihan,” on Saturday.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA – Negros Occidental 3rd District Representative Jose Francisco Benitez on Wednesday filed a bill seeking to empower the Maritime Industry Authority (MARINA) to strictly enforce shipbuilding standards and ensure that vessels are constructed and equipped with materials and apparatus to prevent discharge or emission of oil, sewage, garbage and other harmful substances and pollutants into Philippine seas.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation
PCO reveals new logo to symbolize faster news delivery,15. Other,15. Other,15. Other,15. Other
"MANILA – The Climate Change Commission (CCC) on Monday bared that it is eyeing to submit ""solutions and good practices"" in dealing with the effects of climate change to global stocktake of the Paris Agreement.",14. External Regulation and Reputation,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
MANILA – Supreme Court (SC) Chief Justice Alexander Gesmundo on Wednesday assured the public that the high court would back the protection of individual rights as it ensures measures to protect public safety under special court rules being drafted for the full implementation of Republic Act (RA) 11479 or the Anti-Terrorism Act (ATA) of 2022.,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Fitch report backs House’s push for Cha-cha, says solon",13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
NLEX-SLEX Connector's España section to open before Holy Week,15. Other,2. Capacity and Resources,10. Quality of Life,False
"MANILA – Filipino and American troops participating in this year's ""Salaknib"" exercises are set to join a rocket system live fire exercise at Fort Magsaysay, Nueva Ecija on April 1.",8. Security and Defense,14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense
MANILA – The Department of Foreign Affairs (DFA) stood by the Philippine Coast Guard’s (PCG) account on the laser-pointing incident at the Ayungin Shoal following a denial from the Chinese Ministry of Foreign Affairs (MOFA).,14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
"Probe on alleged data breach in PNP, other gov't agencies sought","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
PH deposits RCEP ratification instrument; deal takes effect June,1. Economic,14. External Regulation and Reputation,1. Economic,1. Economic
MANILA – The Department of Education (DepEd) on Monday said it will refer to the Office of the Solicitor General (OSG) the filing of charges against officials and personnel involved in the alleged overpriced laptop procurement.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – The Department of the Interior and Local Government (DILG) encouraged the 350 local governments that received the 2022 Seal of Good Local Governance (SGLG) award to use their incentive fund subsidy on ""high-impact"" projects in their localities.",13. Political,3. Morality,13. Political,13. Political
"MANILA – The Bureau of Fisheries and Aquatic Resources (BFAR) Tuesday  the continuous suspension of fishing activity in some oil spill-affected areas in Oriental Mindoro, alongside the sustenance of aid to fishers.  In a statement, the BFAR said it has conducted initial water and fish sample tests in Naujan, Pola, Pinamalayan, Bansud, Gloria, Roxas, Mansalay, Bongabong and Bulalacao.  ""The DA (Department of Agriculture)-BFAR  the continuous suspension of fishing activities in the aforementioned areas in Oriental Mindoro for public safety. The bureau advises LGUs (local government units) concerned to heed this science-based  it said.  The BFAR's initial sampling showed there are oil and grease in water samples.  ""Preliminary findings showed that traces of petroleum products, particularly oil, and grease, were detected in water samples —equivalent to <5 mg/L. The figure is within the standard of 3 mg/L to 5 mg/L set by the Department of the Environment and Natural Resources in Administrative Order 2016-08,"" it said.  ""The DA-BFAR likewise found low-level contaminants or polycyclic aromatic hydrocarbons (PAH) in the fish samples. PAH, which is harmful to humans and other living organisms, may accumulate in the flesh of fish over time,"" it added.  The level is based on the gathered samples from March 3 to 14.  Amid the halt of fishing activities, the BFAR assured continuous aid to around 19,000 affected fishers.  ""The DA-BFAR has already allocated an initial budget of PHP6.4 million for livelihood and relief assistance to aid fisherfolk and their families cope with the loss of  due to fishing bans,"" it said.  Besides the distribution of food packs, a budget for the rehabilitation programs is also being prepared.  ""Rest assured that the DA-BFAR has been working with concerned national government agencies and LGUs to ensure public safety and address the concerns of over 19,000 affected fisherfolk,"" it added.  The DA-BFAR earlier turned over 10,000 canned goods, 5,000 noodles and a thousand 25-kg sacks of rice to the regional office of Mimaropa (Mindoro, Marinduque, Romblon, and Palawan) intended to benefit around 5,000 families.  However, the BFAR said it shall still determine the status of food safety of the sea foods considering the initial data is ""not yet conclusive."" This, as the BFAR shall continue to evaluate the situation, especially now that the oil spill reached other bodies of water in nearby provinces.  ""Further sampling and analyses are being conducted to establish time-series results on the effect of the oil spill on fish concerning food safety, taking into account the magnitude of the oil spill which has reached neighboring areas like Caluya, Antique and some municipalities of Palawan,"" the BFAR said.  To date, fishing activities in Caluya, Antique are also halted following the spread of the oil spill.  On Feb. 28, the MT Princess Empress sank off the coast of Naujan town which caused the leakage of oil to the waters of Oriental Mindoro and to its nearby provinces.",1. Economic,10. Quality of Life,10. Quality of Life,10. Quality of Life
Comelec awaiting House call for Valenzuela special polls,13. Political,13. Political,13. Political,13. Political
Court affirms jail term vs. former LTO cashier for malversation,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
KLABARZON partners with DOST to boost Region 4A economic growth,1. Economic,1. Economic,1. Economic,1. Economic
"MANILA – Customers of Manila Water Company (Manila Water) in some parts of Antipolo City, Marikina City and two towns in Rizal province will experience water interruption due to service improvement activities from April 26 to 27.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA - The admission of the Communist Party of the Philippines (CPP) that its ranking leaders, Benito and Wilma Tiamzon, were killed last year in an encounter with patrolling military troops highlights the government's success against fugitives.",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
MANILA – The Metropolitan Manila Development Authority (MMDA) on Monday reported that the weeklong transport strike so far had little effect  through contingency measures prepared by the government.,15. Other,13. Political,10. Quality of Life,False
"MANILA – Continuous education and appealing to people’s sense  could address the country’s low coronavirus disease 2019 (Covid-19) vaccination and booster shot turnout, a health expert said Thursday.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Manila archdiocese to establish 24/7 confession chapel,15. Other,15. Other,3. Morality,15. Other
"MANILA – Employees in the private sector who will render work on April 6 (Maundy Thursday), April 7 (Good Friday), and April 10 (Araw ng Kagitingan), all regular holidays, are entitled to receive 200 percent of their daily salary.",10. Quality of Life,1. Economic,10. Quality of Life,10. Quality of Life
"BI arrests Chinese, 2 Japanese at NAIA, Taguig",8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
MANILA – The five-member advisory body looking into the possible involvement in illegal drugs of senior officers of the Philippine National Police (PNP) is aiming to finish the vetting process before PNP chief Gen. Rodolfo Azurin Jr. reaches the retirement age of 56 on April 24.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice"
DA to help farmers lower production cost as rice prices rise,10. Quality of Life,10. Quality of Life,2. Capacity and Resources,10. Quality of Life
MANILA – Senate President Juan Miguel Zubiri and Senator Christopher Lawrence Go have expressed confidence that the good partnership between the Philippines and Japan will continue to strengthen security ties and generate more economic opportunities for Filipinos.,8. Security and Defense,13. Political,14. External Regulation and Reputation,False
ULAP backs call for LGUs to prepare for El Niño,2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"MANILA – President Ferdinand R. Marcos Jr. wants a whole-of-government approach and the institution of protocol-based and scientific long-term processes that will address the El Niño phenomenon, projected to hit the country until early 2024.",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
RCEP ratification to compel gov’t to pay closer attention to agri,1. Economic,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
Germany wants to scale up partnership with PH vs. climate crisis,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
LPA to bring rain showers over parts of Luzon,15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA – Filipino international law experts and forensic specialists are  to join teams documenting the  against Ukraine amid the ongoing war there, the Ukraine Embassy in Malaysia said Wednesday.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA – More than 300 Filipinos from violence-stricken Sudan have safely crossed the border and are now on Egyptian soil, the Department of Foreign Affairs (DFA) said Thursday amid ongoing rapid evacuation efforts to extract more nationals.",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
PBBM attends Balikatan live-fire drills in Zambales,15. Other,13. Political,9. Health and Safety,False
MANILA – The Philippine National Police (PNP) on Easter Sunday remains on heightened alert as millions head back home after the Lenten break.,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense,8. Security and Defense
Love your heart this love month: health group,15. Other,9. Health and Safety,9. Health and Safety,9. Health and Safety
MANILA – President Ferdinand R. Marcos Jr. on Thursday sought to fast-track the digitalization of database of farmers and food balance sheet (FBS) to strengthen the country’s agricultural industry.,1. Economic,1. Economic,2. Capacity and Resources,1. Economic
BOC warehouse raid in Sulu yields smuggled cigarettes worth P1.4B,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Marcos orders reorganization of PCO,13. Political,13. Political,2. Capacity and Resources,13. Political
"MANILA – The Land Transportation Franchising and Regulatory Board (LTFRB) has invited transport group Laban TNVS and other parties to a dialogue to air their concerns over the planned opening of 10,300 slots for transport network vehicle services (TNVS).",2. Capacity and Resources,4. Fairness and Equality,2. Capacity and Resources,2. Capacity and Resources
Salaknib' troops train on anti-battlefield breaching attempts,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
BI vows intensified campaign vs. human trafficking,"7. Law and Order, Crime and Justice",13. Political,8. Security and Defense,False
MANILA – Senator Ronald “Bato” Dela Rosa on Thursday said at least five possible legislative measures and four policy reforms should be made based on the last three Senate inquiries into the killing of Negros Oriental Governor Roel Degamo.,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – The Department of Social Welfare and Development (DSWD) on Monday said the Step 1 processing of the Assistance to Individuals in Crisis Situations (AICS) program of the agency’s Central Office will be back to the main office in Batasan Hills, Quezon City, starting on April 24.",15. Other,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Remulla assures protection for family of witnesses in Degamo slay,8. Security and Defense,8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense
"MANILA – The National Capital Region Police Office (NCRPO) on Sunday branded as fake news the robbery incidents that recently circulated on social media involving a Japanese restaurant, a coffee shop and a Chinese eatery.In a statement, the NCRPO said it immediately looked into the alleged crimes in Quezon City that trended on social media but which eventually turned out false or misleading.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – The Manila Water Company (Manila Water) on Monday announced that its customers in some parts of Manila, Taguig and Pateros, and Binangonan, Antipolo and Cainta in Rizal province will experience water interruption due to service improvement activities from March 22 to 24.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
MANILA – The Department of Foreign Affairs (DFA) on Friday criticized China over its “highly dangerous maneuvers” against the Philippine Coast Guard (PCG) in the waters off Ayungin Shoal recently.,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA – Vice President and Education Secretary Sara Duterte on Tuesday visited oil spill-affected schools in Pola, Oriental Mindoro, and pushed for blended learning amid their high number of absences.  In a statement, Duterte said she visited both the Tagumpay Elementary School and High School in Pola.  ""Kabilang ang mga paaralang ito sa may mataas na bilang ng absences ng mga estudyante dahil sa oil spill na nangyari sa probinsya. Iminungkahi natin na ipatupad ang blended learning sa mga panahong nahihirapan ang mga estudyante sa pagpasok dahil sa kalamidad (These schools are among those with a high number of student absences due to the oil spill in the province. We  implementing blended learning in times like this when learners are struggling due to calamity),"" she said.  Besides resorting to alternative delivery modes, such as online classes or modular setup, Duterte also urged learners to be collaborative with their classmates to improve their reading skills.  “Dapat yung mga hindi pa marunong magbasa, huwag nating awayin, huwag nating kantyawan, huwag nating pagtawanan. Dapat yung mga hindi pa marunong magbasa, dapat nating turuan. Kailangan natin tulungan (For [your classmates] who are not yet able to read, we should not fight them or mock them or laugh at them. We should teach them. We need to help them),"" she said.  She said this is significant to help learners improve  skills and self-development. Apart from the two schools, Duterte also visited the Leandro Panganiban Sr. – Tagumpay High School, where the school head raised concerns and gave an update on the current situation.  Meanwhile, the vice president provided financial aid to 289 parents of affected learners in the area, in partnership with the Department of Social Welfare and Development.  The Office of the Vice President said four oil spill-affected barangays have received PHP20,216 worth of aid each.",9. Health and Safety,13. Political,13. Political,13. Political
"MANILA – A magnitude 5.8 earthquake jolted Isabela on Thursday, the Philippine Institute of Volcanology and Seismology (Phivolcs) said.",15. Other,10. Quality of Life,9. Health and Safety,False
"DOJ, PNP assure Rep. Teves’ safety","7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense,8. Security and Defense
MANILA – President Ferdinand R. Marcos Jr. on Saturday called on Filipinos to join in the fight against climate change and participate in the 2023 Earth Hour on Saturday night.,11. Cultural Identity,3. Morality,11. Cultural Identity,11. Cultural Identity
MANILA – Senate Pro Tempore Loren Legarda asked on Friday for more assistance for the residents affected by the recent oil spill happened in Oriental Mindoro that has been impacting various provinces in Mimaropa and Western Visayas.,15. Other,6. Policy Prescription and Evaluation,13. Political,False
Solons propose creation of add’l NLRC division in Davao,10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"MANILA – The Philippine Multisectoral Nutrition Project (PMNP) will be implemented in 235 local government units (LGUs) with the highest burden of childhood stunting and undernutrition, the Department of Social Welfare and Development (DSWD) said on Thursday.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA – The decongestion of the Bureau of Corrections (BuCor) main facility will start mid-April, the Department of Justice (DOJ) announced on Friday.",10. Quality of Life,13. Political,2. Capacity and Resources,False
"MANILA – Filipino students can draw inspiration from national hero Jose P. Rizal, who developed a passion to learn foreign languages, according to a resolution filed by House of Representatives Minority Leader Marcelino Libanan.",11. Cultural Identity,11. Cultural Identity,11. Cultural Identity,11. Cultural Identity
"MANILA – Private sector establishments have until May 31 to file their Annual Establishment Report on Wages for the year 2022, the Department of Labor and Employment (DOLE) said Tuesday.",1. Economic,1. Economic,1. Economic,1. Economic
Push to transfer provincial jails to BJMP control gains support,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,2. Capacity and Resources,False
EU nod shows PH maritime education reforms bearing fruit: CHED,14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation,14. External Regulation and Reputation
Daily average of new Covid-19 infections down by 7%,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
House to intensify fight vs. bulk cash smuggling,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – The Philippine National Police - Criminal Investigation and Detection Group (PNP-CIDG) has arrested 54 persons in the intensified one-day anti-criminality operations across the country, which led to the recovery and confiscation of several pieces of evidence and the suppression of illegal activities.",8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
OVP aids 5.3K fire-affected individuals in Baguio,10. Quality of Life,10. Quality of Life,9. Health and Safety,10. Quality of Life
"DepEd addresses teachers, curriculum concerns in Soccsksargen",10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"MANILA – A Japanese dynamic positioning vessel (DPV) equipped with a remotely-operated vehicle (ROV) has arrived in Naujan, Oriental Mindoro to help in the containment of the oil spill from the sunken M/T Princess Empress.",14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA – President Ferdinand R. Marcos Jr. and United States President Joseph Biden on Monday (Washington D.C.  to strengthen the longstanding US-Philippines alliance, particularly in terms of deepening military and economic cooperation.",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Poe: Release of PSA's IRR to boost investments, create more jobs",2. Capacity and Resources,1. Economic,2. Capacity and Resources,2. Capacity and Resources
MANILA – The Manila International Airport Authority (MIAA) is mulling augmenting the security measures around the Ninoy Aquino International Airport (NAIA) after the alleged  by several screening personnel.,8. Security and Defense,6. Policy Prescription and Evaluation,8. Security and Defense,8. Security and Defense
Tax court rules for airline's P12-M tax credit claim,1. Economic,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
MANILA – The South Korean envoy to the Philippines on Wednesday sought help from the Department of Justice (DOJ) to expedite the repatriation of three Korean nationals back to their home country.,5. Constitutionality and Jurisprudence,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
MANILA – The Department of National Defense (DND) on Wednesday clarified to the Senate Committee on Foreign Relations that the four new Philippines - United States (US) Enhanced Defense Cooperation Agreement (EDCA) sites have yet to be identified and announced.,14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
Urban agri projects to address food security issues: PBBM,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
QCPD eyes improved response via state-of-the-art command hub,10. Quality of Life,"7. Law and Order, Crime and Justice",8. Security and Defense,False
House accepts PBBM challenge to forge closer PH-US ties,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
MANILA – The Philippine Coast Guard (PCG) has delivered 5.1 tons of equipment from the Japan Disaster Response (JDR) team to help in the ongoing oil spill cleanup in Oriental Mindoro province.,15. Other,2. Capacity and Resources,14. External Regulation and Reputation,False
MANILA – President Ferdinand R. Marcos Jr. is hopeful that the celebration of Easter Sunday would give Filipino Christians around the world a chance for “renewal and recovery”.,11. Cultural Identity,3. Morality,3. Morality,3. Morality
PBBM boosts transport sector thru big-ticket projects,2. Capacity and Resources,1. Economic,10. Quality of Life,False
Davao Sur lone bettor wins P29.7-M Grand Lotto jackpot,15. Other,15. Other,15. Other,15. Other
"Gov't to hold aid drives, Kadiwa caravans, job fairs on Labor Day",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
CHR warns against abuses vs. children committed by family members,3. Morality,"7. Law and Order, Crime and Justice",4. Fairness and Equality,False
EU to continue recognizing PH-issued certs to seafarers,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"3,992 out of 9,183 pass 2022 Bar exams",12. Public Opinion,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"MANILA – A former police officer who is now the security chief of an  in Sta. Catalina, Negros Oriental owned by former Governor Pryde Henry Teves has allegedly played a vital role in the assassination of Negros Oriental Governor Roel Degamo, an official of the Philippine National Police (PNP) said on Tuesday.",8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
DFA: No Filipino casualty in Greece train crash,14. External Regulation and Reputation,8. Security and Defense,9. Health and Safety,False
"MANILA – Senator Ramon Bong Revilla Jr. has filed a measure seeking a no-homework policy in elementary and junior high school, saying take-home assignments lower the productivity and attitude of learners toward education, which in turn leads to more dropout rates and lesser grades.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"MANILA – The Philippines will not be used as a “staging post” for any military action amid tensions in the Indo-Pacific region, President Ferdinand R. Marcos Jr. said Sunday.",14. External Regulation and Reputation,13. Political,8. Security and Defense,False
"Marcos thanks GMA for advice, guidance on her birthday",15. Other,13. Political,13. Political,13. Political
"MANILA – The Court of Appeals (CA) turned down a suit filed by former Cooperative Development Authority (CDA) chair Orlando Ravanera questioning the Ombudsman decision that slapped him with a guilty verdict and dismissal due to his involvement in a dispute within the Davao Del Norte Electric Cooperative, Inc. (Daneco).",5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Comelec eyes early voting for vulnerable sectors in 2023 BSKE,13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
"SIM registration law safeguards right to privacy, says Poe",8. Security and Defense,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
"MANILA – The Department of the Interior and Local Government (DILG) on Tuesday said it hopes to rid more villages of illegal drugs through its 'Buhay Ingatan, Droga’y Ayawan' (BIDA) campaign.",8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
"ROTC revival supported by college-aged individuals, says solon",13. Political,12. Public Opinion,12. Public Opinion,12. Public Opinion
SC reiterates ban on public office for Pichay,13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Romualdez: AFP modernization to boost national peace, stability",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
"MANILA -- Cancer is now the third leading cause of death nationwide, with lung cancer ranking number one in mortality.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Gov't offers free rides during rush hour as strike continues,10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
"MANILA – Metro Manila and the rest of Luzon will continue to experience partly cloudy to cloudy skies with light rains due to the northeast monsoon or “amihan”, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said on Sunday.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA – Senator Francis Tolentino, chairperson of the Committee on Justice and Human Rights is planning to launch a series of hearings to discuss the International Criminal Court's (ICC) move to proceed with its investigation on the war on drugs during the administration of former President Rodrigo Duterte.",14. External Regulation and Reputation,6. Policy Prescription and Evaluation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA – Parts of the country will still experience rains due to the northeast monsoon or ""amihan"" and the shear line, the weather bureau said Thursday.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
MANILA – The 82-member Philippine Inter-Agency Humanitarian Contingent (PIAHC) in Türkiye will be arriving around 10 p.m. Tuesday.,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA – President Ferdinand R. Marcos Jr. on Tuesday led the acceptance and turnover of the last of three C-295 Medium Lift Aircraft units acquired by the Philippines from Spain, saying these planes are expected to boost the country’s defense capabilities.",8. Security and Defense,2. Capacity and Resources,14. External Regulation and Reputation,False
MANILA -- The Philippine government  to uphold international statutes protecting the rights of migrant workers and extend special attention to female workers and their children.,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality
