Text,Policy Frame 1,Policy Frame 2,Policy Frame 3,Policy Frame 4,Policy Frame 5,Policy Frame 6,Policy Frame 7,Policy Frame 8,Policy Frame 9,Policy Frame 10,Policy Frame 11,Policy Frame 12,Policy Frame 13,Policy Frame 14,Policy Frame 15,Media_Outlet
Joint effort sought to solve Metro Cebu water crisis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"METROPOLITAN Cebu is already in a critical stage of a water crisis due to several environmental factors, so resolving the water crisis in Cebu is everybody’s responsibility.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
New inmates found HIV positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"SEVENTEEN out of 1,658 persons deprived of liberty (PDL) from the male and female dormitories of the Bureau of Jail Management and Penology (BJMP) in Mandaue City tested positive for human immunodeficiency virus (HIV).",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Construction worker lands in hospital ‘for looking at attacker the wrong way’,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"IN MOST cultures, staring is rude.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
Cebu City fish vendors report rise in sales since ASF detection in city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"FISH sales in Cebu City’s public markets have gone up since the African swine fever (ASF) was detected in the city.“Mas arang-arang gyud ang palit kay gumikan sa mga taw dili na mokaon og baboy tungod sa ASF (Our sales have gotten better because people are afraid to eat pork),” Rosalina Quizon, a 44-year-old fish vendor at the Carbon Public Market, told SunStar Cebu on Sunday, March 26, 2023Quizon said that she can now sell up to six banyeras or fish tubs a day from just selling four banyeras before.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Small-scale farmers vow to help Rama in ensuring food security,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"TO ENSURE food security in Cebu City, groups of small-scale farmers have vowed to help the City Government  up with measures against food shortages, especially with the challenges affecting the hog industry and to fight the effects of inflation.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Tomas: Cebu City Hall did not consult Osmeña family about move to convert Doña Pepang Cemetery into heritage site,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
"“DON’T disturb the dead.”This was what former Cebu City mayor Tomas Osmeña said when he received news that the current Cebu City administration was going ahead with its plans to convert the Osmeña Mausoleum, popularly known as Doña Pepang Cemetery, into a heritage site.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
Decomposing body of septuagenarian found more than a month after his family reported him missing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE dead body of a septuagenarian was found in Sitio Cantipla 2 in the mountain barangay of Tabonan, Cebu City last Saturday night, March 25, 2023.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Water summit to begin today,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sunstar
"A TWO-DAY water summit will kick off in Mandaue City on Monday, March 27, 2023, with aims to address water ecosystem concerns plaguing the province, from water resource management to sewage and septage issues.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"Cebu City to tap backyard raisers, small-time farmers to ensure food security",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Cebu City Government will tap backyard raisers and small-time farmers  up with measures to ensure food security in the city amid the challenges affecting the hog industry and  the effects of inflation.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Period play 'Ang Paglangkub sa Yawa' reimagines witch hunts in early colonial Cebu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"WHEN we think of witch trials, we often associate them with Salem, Massachusetts.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
Colon's human statue' gets Mandaue job offer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"STANDING still in the middle of Cebu City’s busiest crosswalk, his entire body covered in blue paint, Marvin Lastimoso, now known as the Human Statue of Colon, entertains the pedestrians from all walks of life.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
Kiwanis feeds 150 children in Mabolo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"“MAPASALAMATON kayko kay maskin usahay makasuway ko nga mabusog ko (I’m very thankful that even if rare, I get to try feeling full).”These were the words of nine-year-old Daniel Meneses of Barangay Mabolo in Cebu City.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sunstar
Better medical services as Super Health Center rises in Cordova,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
SOME residents in Cordova town on Mactan Island have expressed hope that more medical services will be offered for free in the soon-to-rise Super Health Center in Barangay Poblacion.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Transition housing for Cebu City informal settlers up soon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"CONSTRUCTION of transition housing will soon begin for those who will be affected by the Cebu City Government’s program to clear the three-meter easement of waterways, but the transition homes will no longer be container vans as earlier announced, city officials said last week.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
LTFRB 7: More provincial bus trips on Holy Week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Land Transportation Franchising and Regulatory Board (LTFRB) 7 has approved 65 petitions for special permits to add to the trips of provincial buses for the  Holy Week.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
Gabii sa Kabilin returns on May 12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
CEBUANOS and heritage-lovers alike have a lot to look forward to as Gabii sa Kabilin (GSK) returns to its original schedule in May.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"77.3M Filipinos get national ID, 8M get bank account for first time",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"MORE than 77 million Filipinos have registered for their national ID, of whom over eight million were also able to open a bank account for the first time through the colocation strategy of the registration centers with a bank.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"Pagasa: Use umbrella, drink lots of water",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sunstar
"CEBUANOS are urged to take precautionary measures this hot dry season to avoid heat stroke, skin cancer and other illnesses.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Gang leader in Liloan town critically wounded after being shot,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"A GANG leader was critically injured after he was shot by a member of their rival gang past 12 midnight on Friday, March 24, 2023 in Barangay Yati, Liloan town, northern Cebu.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Minglanilla to celebrate Sugat-Kabanhawan Festival,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"THE local government unit of Minglanilla will once again celebrate the Sugat-Kabanhawan Festival to portray the resurrection of Jesus Christ on Easter Sunday, April 9, 2023.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"Man dies after being crushed by cement mixer truck in Dauis, Bohol",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"A SEXOGENARIAN was crushed to death when a cement mixer truck fell on top of him in Purok 6, Barangay Totolan in Dauis town, Bohol Province Saturday morning, March 25, 2023.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"Man’s body found floating on river in Candijay, Bohol",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE body of a dead man was found floating on the river in Barangay Lungsodaan in Candijay town, Bohol Province Friday night, March 24, 2023.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Moalboal registers 100 daily dives in first 2 months,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE tourist town of Moalboal registered 6,870 total dives in the first two months of the year, averaging just over 100 dives a day in the first 58 days of the year.“Thank God our tourism business has picked up and we are at 60 percent pre-Covid (coronavirus disease) level already in terms of foreign tourists.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"Cebu City eyes agribusiness, roads to ensure food security",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"THE holding of a Food Security Summit, building of farm-to-market roads, creation of  and venturing into agro-industrial enterprises are only some of the measures that the Cebu City Government will implement  the effects of inflation, which has raised the prices of ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
CCPO to beef up security for Holy Week,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"WITH the long Holy Week  up this April 2023, people, especially students, are expected to go home to their provinces to observe the holiday.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
Ramadan night market opens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE popular night market on Colon Street in Cebu City has reopened in time for the observation of Ramadan.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
LTO 7 to probe motorcycle dealer for delay in vehicle registration,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
ANOTHER motorcycle dealership may be in hot water for failing to follow the three to five days mandated time in the release of registration for a purchased motorcycle.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"Police seize P17M, firearms in raid on compound owned by Rep. Teves’ brother",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"AUTHORITIES recovered alleged illegal firearms and ammunition during a raid conducted on Friday, March 24, 2023, in  owned by former Negros Oriental governor Pryde Henry Teves, the brother of embattled Negros Oriental Third District Rep. Arnolfo “Arnie” Teves Jr.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Argument over 'shabu' drives minor to stab tricycle driver in Liloan town,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"A TRICYCLE driver landed in the hospital after he was stabbed by his friend, whom he allegedly told to buy a pack of shabu, but did not return to deliver the item.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Passenger e-bike driver shot dead,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"A PASSENGER e-bike driver was shot dead by an unidentified gunman in Sitio Atisan, Barangay Cansojong, Talisay City at 1:20 a. m. on Friday, March 24, 2023.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
DepEd 7 fence encroaches on province lot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"THE fence of the Department of Education (DepEd 7) in Sitio Sudlon, Barangay Lahug, Cebu City, has been found to encroach on a property owned by the Cebu Provincial Government.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Mandaue to start building gov’t center on CICC site,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Mandaue City Government will begin the construction of a new government center at the site of the now-defunct Cebu International Convention Center (CICC).,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
Mandaue to drop border controls vs. ASF in Cebu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
THE Mandaue City Government will no longer implement strict border controls across Cebu as part of its measures to protect the city against African swine fever (ASF) infection.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
Man shot by former cohort,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"A SUSPECTED former drug runner who allegedly turned into a police asset was shot by his neighbor along Magallanes Street, Barangay Pahina Central, Cebu City, around 6 p. m. on Thursday, March 23, 2023.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
World Bank: Compensate drivers affected by BRT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE Department of Transportation (DOTr) has assured the 5,094 public utility jeepney (PUJ) drivers and operators that they will  for any  loss incurred amid the ongoing construction of the P16.3 billion Cebu Bus Rapid Transit (CBRT) project.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Subdivision residents decry high water rate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
"AROUND 63 homeowners of a subdivision in Barangay Basak, Lapu-Lapu City have sought the government’s intervention over the rate the developer is charging them for water that is 2,200 percent higher than the water rate of the Metropolitan Cebu Water District (MCWD), for supply that is intermittent as well.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Execs: Pledges from private firms won’t affect CCMC’s service fees,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
OFFICIALS assured that the cost of treatment and other medical services being offered at the Cebu City Medical Center (CCMC) will not be affected even if the city hospital will  through a public-private partnership.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Cebuano Muslims begin Ramadan observance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"CEBUANO Muslims observed the start of the Islamic holiday of Ramadan, which signifies a month of fasting, almsgiving and frugal living, on Thursday, March 23, 2023.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
ERC vows to come up with pricing solutions to help Meco consumers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Energy Regulatory Commission (ERC) has started looking for possible pricing solutions to mitigate the impact of the damaged underground power line on all Mactan Electric Company (Meco) customers.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Pigs from Cebu Province still allowed entry to Lapu-Lapu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Lapu-Lapu City Government will continue to allow the entry of pigs from other towns and cities in Cebu Province provided that those delivering them can present legal documents.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sunstar
"Elderly man sideswiped by taxi in Toledo City, dies",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"AN elderly man died after he was sideswiped by a taxicab around 5 p. m. on Wednesday, March 22, 2023, in Barangay Bato, Toledo City, midwest Cebu.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
LTFRB urges PUJ operators to get unclaimed fuel cards,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Land Transportation Franchising and Regulatory Board (LTFRB 7) is urging public utility jeepney (PUJ) operators to claim their Pantawid Pasada fuel cards that can be redeemed in participating gasoline stations.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
Damaged transmission cables in Mandaue to be restored soon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
THE restoration of damaged transmission cables of the National Grid Corporation of the Philippines (NGCP) along Ouano and U. N. avenues is expected to  by May 2023.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"No law violated in repair of Mandaue schools, says legal office",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sunstar
"THE repair of around 17 schools damaged during the onslaught of Typhoon Odette (Rai) in Mandaue City was done under negotiated procurement (emergency repairs) and no law has been violated, the Mandaue City Legal Office (MCLO) said.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"PRO 7 steps in to probe murders of Asturias barangay captain, his wife",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"THE Police Regional Office Central Visayas (PRO 7) has stepped in to investigate the murders of Manguiao Barangay Captain Mario Tundag and his wife Edna in Asturias town, midwest Cebu.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"Nepotism, graft complaint vs. Rama endorsed to Visayas Ombudsman",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sunstar
"THE Office of the Ombudsman Manila has endorsed to its Visayas office  filed against Cebu City Mayor Michael Rama for alleged nepotism, grave misconduct and graft and corruption, over the hiring of his brothers-in-law as employees of the Cebu City Government.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Cebu City Jail official: Over 10 inmates positive for HIV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"AN OFFICIAL of Cebu City Jail Male Dormitory revealed Thursday, March 23, 2023, that there are Persons Deprived of Liberty (PDLs) who tested positive for Human Immunodeficiency Virus (HIV) inside the facility.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Davide warns scammers against using his name,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"CEBU Vice Governor Hilario “Junjun” Davide III issued a statement Wednesday, March 23, 2023, warning hotels, resorts and the general public against scammers who are using his name.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
Probe shows no jail official involved in smuggling of contraband,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"NO PERSONNEL of Cebu City Jail Male Dormitory were involved in the smuggling of contraband within the facility in exchange for a large sum of money, according to Jail Officer 3 Blanche Bation Aliño.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Mandaue official refutes claim that fire victims’ relocation raffled off,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sunstar
A MANDAUE City official clarified that all Looc fire victims would be relocated to the temporary housing units in Barangay Guizo in response to reports online that beneficiaries were chosen through a raffle draw.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sunstar
Ex-convict falls after killing neighbor in Carcar City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"AN ex-convict who stabbed dead his neighbor in Sitio Mahayahay, Barangay Buenavista, Carcar City, on Sunday night, March 19, 2023, was arrested in a hot pursuit operation in Badian town, southwest Cebu at 1 a. m. on Wednesday, March 22.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"4 Filipino firms, Chinese group ‘interested’ in running Cebu City Medical Center",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"AT LEAST four Filipino  and a group of Chinese businessmen have pledged nearly P1 billion in funds  the construction of the Cebu City Medical Center’s eighth to 1Oth floors, and they also offered to run the hospital, a city official said.“The money is there.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"Cebu City keeps border control, while Barili resumes pig trading",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"CONTROL points will remain and color-coding will still be followed in Cebu City to regulate the entry of hogs amid the detection of African swine fever (ASF) in six areas in the province, but Barili town in southwestern Cebu will relax its protocols by resuming the trading of live hogs.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
LGUs’ sluggish acquisition of lots slows down Capitol’s bulk water supply projects,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"DUE to sluggish acquisition of lots by 25 local government units, the Cebu Provincial Government has been moving slow on its bulk water supply projects that aim to provide potable water to residents.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
‘Live’ Stations of the Cross on Holy Week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"AS A unique offering to the  and a first in the history of the Casa Gorordo Museum in Cebu City, a live sculpture interpretation of the Passion of Christ will be staged on Holy Week.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
3 fires in Cebu City in one day,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"AT LEAST three fire incidents occurred in Cebu City on Wednesday, March 22, 2023.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
7 Tau Gamma fratmen face raps over hazing death of UC student,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"SEVEN Tau Gamma Phi fraternity members who allegedly conducted the hazing that resulted in the death of a college student were charged with criminal offenses before the Cebu City Prosecutor’s Office on Wednesday, March 22, 2023.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Where is Cebu City’s P32 billion?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
WHERE are we getting the P32 billion?This remains to be the question of opposition Councilor Mary Ann de los Santos even after the Department of Budget and Management (DBM) approved the annual budget of Cebu City amounting to P50 billion.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"Cebu City: Border control, color-coding will remain implemented",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
CONTROL points and the color-coding scheme will continue to be implemented in Cebu City to regulate the entry of live hogs and monitor the status of African swine fever (ASF) in the city.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
Live hogs trading in Mantalongon resumes March 23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"TRADING of live hogs at the Mantalongon Livestock Market in the town of Barili returned on Thursday, March 23, 2023, Mayor Pablo John Garcia IV said.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
30 college scholarships ready,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
AROUND 30 college scholarship grants are now available for poor but deserving students in Mandaue City.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"Gwen says no to ASF color coding, lifts border controls",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
Will P20B housing help Cebu City’s poor?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"A P20 billion budget has been proposed to fund a 10 high-rise housing project which will shelter the informal settlers of Cebu City, but watchers hope the project will benefit the legitimate beneficiaries.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Mandaue to guard 12 areas in ASF fight; Cebu preps EO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"THE Cebu City Government will implement additional safety measures to contain the spread of the African swine fever (ASF) in the city, while Mandaue City police are looking specifically at tighter border control.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Tau Gamma Phi vows to abolish hazing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"FOLLOWING the hazing deaths of two Tau Gamma Phi fraternity recruits in Manila and Cebu, the organization’s Cebu City chapter has vowed to abolish paddling or any fraternity-related violence in its initiation rites.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
Cebu City agri office identifies 11 ‘hotspots’ for ASF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Cebu City Agriculture Department has identified 11 barangays in the city as possible hotspots for African swine fever (ASF) after reports surfaced that some of the pigs there had died.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
US gives P38M in grants to boost women's role in clean energy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"THE United States Agency for International Development (USAID) announced two new grant projects on International Women’s Day on March 8, 2023, valued at P37.9 million ($690,000) to support women’s involvement in energy resilience, innovation and security in the Philippines.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"Mining staff makes up for lost time from pandemic by planting 6,000 trees",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE pandemic may have prevented employees of a mining firm from planting more trees than usual over the past two years,  workers and its suppliers made up for lost time by planting close to 6,000 trees.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
25 cockfighting enthusiasts nabbed in Mandaue City,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"ABOUT 25 cockfighting enthusiasts were arrested by the police in Upper Tabik, Barangay Tabok, Mandaue City on Sunday afternoon, March 19, 2023.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Fraternity groups in Cebu pledge support for Anti-Hazing Law,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
"AT LEAST nine fraternity groups in Metro Cebu pledged their support for Republic Act (RA) 11053, or the Anti-Hazing Law, during a meeting with higher officials from the Cebu City Police Office (CCPO) on Monday, March 20, 2023, at the Social Hall of Cebu City Hall.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
Capitol to reappraise real estate properties in Cebu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
"THE Cebu Provincial Government will start reappraising real estate properties in the province, particularly in Metro Cebu, where majority of  establishments are situated.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"PNP turns over assorted firearms, patrol car to Central Visayas police units",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
THE Philippine National Police (PNP) turned over assorted firearms and a patrol car to the different police units in the Central Visayas in line with the program of the government to upgrade their equipment.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Mandaue eyes strict border control in 12 Cebu areas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"MANDAUE City is eyeing on putting at least 12 areas in Cebu, including Cebu City, under strict border control as part of its strengthened measures to protect the city against African swine fever (ASF).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
Measure to raise cash rewards for Mandaue athletes approved on first reading,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
HEFTY cash incentives await the athletes from Mandaue City who won in local and ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Police nab trisikad driver who ‘finances’ girlfriend’s studies with drug sales,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"CASH-STRAPPED and in love, a 35-year-old trisikad driver allegedly resorted to a side job that attracted the attention of law enforcers—selling illegal drugs.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"To keep prices low, Bohol Gov’t to buy fish directly from fishers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Provincial Government of Bohol will buy fish directly from local fishermen’s associations and take care of selling this to traders in a bid to provide a ready market for the groups’ daily catch and reduce the selling price of fish to consumers in the province.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Mandaue City makes push for cashless transactions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"AN ORDINANCE pushing for the implementation of cashless transactions in public markets and tricycle rides in Mandaue City has been passed on third and final reading on Monday, March 20, 2023.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
Neda releases implementing rules on foreign ownership,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
"NEARLY a year after the law that allows up to 100 percent foreign ownership of public services in the country was passed, the National Economic and Development Authority (Neda) released the Implementing Rules and Regulations (IRR) on Monday, March 20, 2023.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
"African swine fever found in 5 more Cebu towns, cities",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"AFTER Carcar City, five more towns and cities in the province of Cebu have been found to have cases of the deadly and highly contagious African swine fever (ASF), the Bureau of Animal Industry said Monday, March 20, 2023.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"4 months after work stopped, still no new builder for CCMC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"TWO months after the Cebu City Government sent a letter to formally terminate the P907 million contract with M. E. Sicat Construction Inc. over delays in the construction of the eighth to 10th floors of the Cebu City Medical Center (CCMC), work on the building continues to be stalled amid the lack of updates on how the project will ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Lodging house turns into drug den; police probes owner’s son,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
POLICE are looking into the role of a son of the owner of KSL Lodging House in the illegal drug operation that was discovered in one of the establishment’s rooms.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Jealousy drives hubby to shoot wife; pizza vendor shot dead,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
A MAN shot and killed his wife after she allegedly left him for their neighbor.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
ASF-infected pigs in Cebu City came from Carcar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
A CEBU City official said the blood samples that tested positive for African swine fever (ASF) were taken from pigs that were transported from Carcar City to Cebu City when border controls were not yet in place.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
